Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,68,0.0755556,52,0.0577778,16,0.0177778,3,0
900,93,0.103333,82,0.0911111,11,0.0122222,6,0
900,83,0.0922222,74,0.0822222,9,0.01,5,0
900,78,0.0866667,62,0.0688889,16,0.0177778,5,0
900,84,0.0933333,68,0.0755556,16,0.0177778,11,0
900,77,0.0855556,68,0.0755556,9,0.01,8,0
900,87,0.0966667,71,0.0788889,16,0.0177778,7,0
900,82,0.0911111,74,0.0822222,8,0.00888889,3,0
900,83,0.0922222,73,0.0811111,10,0.0111111,4,0
900,99,0.11,94,0.104444,5,0.00555556,6,0
900,98,0.108889,92,0.102222,6,0.00666667,6,0
900,91,0.101111,82,0.0911111,9,0.01,11,0
900,76,0.0844444,64,0.0711111,12,0.0133333,3,0
900,92,0.102222,82,0.0911111,10,0.0111111,4,0
900,69,0.0766667,58,0.0644444,11,0.0122222,8,0
900,68,0.0755556,61,0.0677778,7,0.00777778,5,0
900,92,0.102222,83,0.0922222,9,0.01,11,0
900,103,0.114444,91,0.101111,12,0.0133333,6,0
900,84,0.0933333,71,0.0788889,13,0.0144444,6,0
900,91,0.101111,74,0.0822222,17,0.0188889,4,0
900,70,0.0777778,61,0.0677778,9,0.01,5,0
900,89,0.0988889,80,0.0888889,9,0.01,6,0
900,62,0.0688889,52,0.0577778,10,0.0111111,12,0
900,68,0.0755556,57,0.0633333,11,0.0122222,3,0
900,88,0.0977778,78,0.0866667,10,0.0111111,9,0
900,96,0.106667,83,0.0922222,13,0.0144444,4,0
900,98,0.108889,86,0.0955556,12,0.0133333,10,0
900,95,0.105556,84,0.0933333,11,0.0122222,6,0
900,82,0.0911111,71,0.0788889,11,0.0122222,5,0
900,72,0.08,63,0.07,9,0.01,8,0
