Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,75,0.0833333,65,0.0722222,10,0.0111111,7,0
900,75,0.0833333,67,0.0744444,8,0.00888889,4,0
900,74,0.0822222,64,0.0711111,10,0.0111111,7,0
900,79,0.0877778,74,0.0822222,5,0.00555556,5,0
900,87,0.0966667,82,0.0911111,5,0.00555556,6,0
900,84,0.0933333,78,0.0866667,6,0.00666667,8,0
900,88,0.0977778,85,0.0944444,3,0.00333333,12,0
900,74,0.0822222,72,0.08,2,0.00222222,6,0
900,70,0.0777778,62,0.0688889,8,0.00888889,4,0
900,93,0.103333,85,0.0944444,8,0.00888889,10,0
900,70,0.0777778,61,0.0677778,9,0.01,5,0
900,73,0.0811111,67,0.0744444,6,0.00666667,4,0
900,90,0.1,81,0.09,9,0.01,8,0
900,73,0.0811111,67,0.0744444,6,0.00666667,7,0
900,83,0.0922222,74,0.0822222,9,0.01,6,0
900,87,0.0966667,76,0.0844444,11,0.0122222,8,0
900,74,0.0822222,65,0.0722222,9,0.01,4,0
900,69,0.0766667,63,0.07,6,0.00666667,5,0
900,57,0.0633333,49,0.0544444,8,0.00888889,5,0
900,89,0.0988889,83,0.0922222,6,0.00666667,6,0
900,88,0.0977778,83,0.0922222,5,0.00555556,12,0
900,99,0.11,93,0.103333,6,0.00666667,10,0
900,94,0.104444,87,0.0966667,7,0.00777778,5,0
900,59,0.0655556,48,0.0533333,11,0.0122222,5,0
900,60,0.0666667,47,0.0522222,13,0.0144444,2,0
900,54,0.06,47,0.0522222,7,0.00777778,4,0
900,67,0.0744444,58,0.0644444,9,0.01,2,0
900,66,0.0733333,57,0.0633333,9,0.01,0,0
900,83,0.0922222,79,0.0877778,4,0.00444444,9,0
900,77,0.0855556,72,0.08,5,0.00555556,7,0
