Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,108,0.12,74,0.0822222,34,0.0377778,8,13
900,87,0.0966667,42,0.0466667,45,0.05,9,28
900,103,0.114444,64,0.0711111,39,0.0433333,6,14
900,80,0.0888889,36,0.04,44,0.0488889,2,18
900,120,0.133333,56,0.0622222,64,0.0711111,4,32
900,98,0.108889,44,0.0488889,54,0.06,5,23
900,90,0.1,47,0.0522222,43,0.0477778,3,17
900,79,0.0877778,38,0.0422222,41,0.0455556,3,18
900,99,0.11,59,0.0655556,40,0.0444444,12,9
900,118,0.131111,38,0.0422222,80,0.0888889,9,37
900,89,0.0988889,25,0.0277778,64,0.0711111,1,24
900,92,0.102222,43,0.0477778,49,0.0544444,5,26
900,107,0.118889,56,0.0622222,51,0.0566667,10,17
900,71,0.0788889,51,0.0566667,20,0.0222222,7,5
900,76,0.0844444,36,0.04,40,0.0444444,4,14
900,99,0.11,34,0.0377778,65,0.0722222,4,22
900,101,0.112222,69,0.0766667,32,0.0355556,9,13
900,75,0.0833333,30,0.0333333,45,0.05,6,18
900,98,0.108889,40,0.0444444,58,0.0644444,4,19
900,106,0.117778,51,0.0566667,55,0.0611111,4,23
900,126,0.14,83,0.0922222,43,0.0477778,7,16
900,122,0.135556,60,0.0666667,62,0.0688889,4,21
900,108,0.12,57,0.0633333,51,0.0566667,4,21
900,103,0.114444,41,0.0455556,62,0.0688889,3,24
900,106,0.117778,58,0.0644444,48,0.0533333,4,16
900,88,0.0977778,47,0.0522222,41,0.0455556,6,17
900,91,0.101111,38,0.0422222,53,0.0588889,9,28
900,99,0.11,39,0.0433333,60,0.0666667,6,18
900,95,0.105556,49,0.0544444,46,0.0511111,1,15
900,104,0.115556,70,0.0777778,34,0.0377778,11,10
