Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,110,0.11,78,0.078,32,0.032,0,1
1000,124,0.124,86,0.086,38,0.038,0,6
1000,82,0.082,46,0.046,36,0.036,0,2
1000,121,0.121,98,0.098,23,0.023,0,0
1000,128,0.128,104,0.104,24,0.024,0,0
1000,134,0.134,100,0.1,34,0.034,0,0
1000,95,0.095,54,0.054,41,0.041,0,10
1000,145,0.145,103,0.103,42,0.042,0,0
1000,137,0.137,97,0.097,40,0.04,0,2
1000,106,0.106,83,0.083,23,0.023,1,1
1000,116,0.116,44,0.044,72,0.072,0,12
1000,126,0.126,100,0.1,26,0.026,0,0
1000,117,0.117,84,0.084,33,0.033,0,1
1000,115,0.115,95,0.095,20,0.02,0,0
1000,134,0.134,89,0.089,45,0.045,0,1
1000,84,0.084,52,0.052,32,0.032,0,8
1000,134,0.134,99,0.099,35,0.035,0,0
1000,89,0.089,52,0.052,37,0.037,0,4
1000,122,0.122,100,0.1,22,0.022,0,0
1000,128,0.128,82,0.082,46,0.046,0,2
1000,137,0.137,97,0.097,40,0.04,0,1
1000,142,0.142,100,0.1,42,0.042,0,0
1000,127,0.127,98,0.098,29,0.029,0,0
1000,112,0.112,63,0.063,49,0.049,0,9
1000,94,0.094,57,0.057,37,0.037,0,1
1000,113,0.113,75,0.075,38,0.038,0,2
1000,113,0.113,76,0.076,37,0.037,0,4
1000,91,0.091,36,0.036,55,0.055,0,6
1000,84,0.084,57,0.057,27,0.027,0,1
1000,134,0.134,97,0.097,37,0.037,0,2
