Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,107,0.107,93,0.093,14,0.014,0,0
1000,111,0.111,96,0.096,15,0.015,0,0
1000,89,0.089,72,0.072,17,0.017,0,0
1000,109,0.109,95,0.095,14,0.014,0,0
1000,91,0.091,81,0.081,10,0.01,0,0
1000,107,0.107,96,0.096,11,0.011,0,0
1000,111,0.111,101,0.101,10,0.01,0,0
1000,108,0.108,95,0.095,13,0.013,0,0
1000,103,0.103,90,0.09,13,0.013,0,0
1000,91,0.091,83,0.083,8,0.008,0,0
1000,108,0.108,97,0.097,11,0.011,0,0
1000,111,0.111,95,0.095,16,0.016,0,0
1000,105,0.105,92,0.092,13,0.013,0,0
1000,110,0.11,99,0.099,11,0.011,0,0
1000,107,0.107,100,0.1,7,0.007,0,0
1000,96,0.096,85,0.085,11,0.011,0,0
1000,94,0.094,81,0.081,13,0.013,1,0
1000,111,0.111,96,0.096,15,0.015,0,0
1000,108,0.108,93,0.093,15,0.015,0,0
1000,95,0.095,86,0.086,9,0.009,0,0
1000,107,0.107,93,0.093,14,0.014,0,0
1000,116,0.116,103,0.103,13,0.013,0,0
1000,101,0.101,86,0.086,15,0.015,0,0
1000,105,0.105,96,0.096,9,0.009,1,0
1000,108,0.108,95,0.095,13,0.013,1,0
1000,104,0.104,92,0.092,12,0.012,0,0
1000,105,0.105,92,0.092,13,0.013,0,0
1000,112,0.112,103,0.103,9,0.009,0,0
1000,93,0.093,79,0.079,14,0.014,1,0
1000,108,0.108,96,0.096,12,0.012,0,0
