Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,103,0.103,77,0.077,26,0.026,0,1
1000,47,0.047,18,0.018,29,0.029,0,7
1000,140,0.14,91,0.091,49,0.049,0,2
1000,129,0.129,101,0.101,28,0.028,0,1
1000,133,0.133,103,0.103,30,0.03,0,0
1000,113,0.113,78,0.078,35,0.035,0,2
1000,140,0.14,106,0.106,34,0.034,0,3
1000,130,0.13,102,0.102,28,0.028,0,0
1000,139,0.139,102,0.102,37,0.037,0,2
1000,141,0.141,105,0.105,36,0.036,0,0
1000,45,0.045,27,0.027,18,0.018,0,2
1000,136,0.136,105,0.105,31,0.031,0,0
1000,50,0.05,16,0.016,34,0.034,0,8
1000,137,0.137,98,0.098,39,0.039,0,2
1000,133,0.133,102,0.102,31,0.031,0,0
1000,45,0.045,19,0.019,26,0.026,0,10
1000,123,0.123,93,0.093,30,0.03,0,0
1000,131,0.131,102,0.102,29,0.029,0,0
1000,74,0.074,53,0.053,21,0.021,0,2
1000,47,0.047,19,0.019,28,0.028,0,8
1000,45,0.045,18,0.018,27,0.027,0,9
1000,130,0.13,103,0.103,27,0.027,0,2
1000,133,0.133,99,0.099,34,0.034,0,0
1000,129,0.129,98,0.098,31,0.031,0,1
1000,99,0.099,71,0.071,28,0.028,0,3
1000,107,0.107,80,0.08,27,0.027,0,1
1000,77,0.077,43,0.043,34,0.034,0,2
1000,131,0.131,100,0.1,31,0.031,0,0
1000,89,0.089,69,0.069,20,0.02,0,2
1000,133,0.133,103,0.103,30,0.03,0,0
