Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,101,0.101,96,0.096,5,0.005,0,0
1000,105,0.105,102,0.102,3,0.003,0,0
1000,100,0.1,96,0.096,4,0.004,0,0
1000,92,0.092,89,0.089,3,0.003,0,0
1000,104,0.104,97,0.097,7,0.007,0,0
1000,89,0.089,86,0.086,3,0.003,0,0
1000,92,0.092,88,0.088,4,0.004,0,0
1000,107,0.107,105,0.105,2,0.002,0,0
1000,97,0.097,90,0.09,7,0.007,0,0
1000,103,0.103,98,0.098,5,0.005,0,0
1000,98,0.098,94,0.094,4,0.004,0,0
1000,107,0.107,101,0.101,6,0.006,0,0
1000,98,0.098,94,0.094,4,0.004,0,0
1000,92,0.092,88,0.088,4,0.004,0,0
1000,101,0.101,96,0.096,5,0.005,0,0
1000,102,0.102,96,0.096,6,0.006,0,0
1000,107,0.107,103,0.103,4,0.004,0,0
1000,108,0.108,103,0.103,5,0.005,0,0
1000,108,0.108,103,0.103,5,0.005,0,0
1000,92,0.092,88,0.088,4,0.004,0,0
1000,111,0.111,105,0.105,6,0.006,0,0
1000,105,0.105,102,0.102,3,0.003,0,0
1000,104,0.104,100,0.1,4,0.004,1,0
1000,107,0.107,99,0.099,8,0.008,0,0
1000,97,0.097,91,0.091,6,0.006,0,0
1000,96,0.096,93,0.093,3,0.003,1,0
1000,98,0.098,95,0.095,3,0.003,0,0
1000,106,0.106,102,0.102,4,0.004,0,0
1000,88,0.088,85,0.085,3,0.003,0,0
1000,113,0.113,105,0.105,8,0.008,0,0
