Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,107,0.107,94,0.094,13,0.013,0,0
1000,116,0.116,102,0.102,14,0.014,0,0
1000,101,0.101,87,0.087,14,0.014,0,0
1000,94,0.094,82,0.082,12,0.012,1,0
1000,101,0.101,87,0.087,14,0.014,0,0
1000,104,0.104,93,0.093,11,0.011,0,0
1000,111,0.111,95,0.095,16,0.016,0,0
1000,112,0.112,96,0.096,16,0.016,0,0
1000,116,0.116,100,0.1,16,0.016,0,0
1000,112,0.112,97,0.097,15,0.015,0,0
1000,115,0.115,98,0.098,17,0.017,0,0
1000,104,0.104,88,0.088,16,0.016,0,0
1000,115,0.115,102,0.102,13,0.013,0,0
1000,111,0.111,97,0.097,14,0.014,0,0
1000,101,0.101,87,0.087,14,0.014,0,0
1000,112,0.112,96,0.096,16,0.016,0,0
1000,114,0.114,98,0.098,16,0.016,0,0
1000,109,0.109,93,0.093,16,0.016,0,0
1000,115,0.115,99,0.099,16,0.016,0,0
1000,105,0.105,93,0.093,12,0.012,0,0
1000,112,0.112,94,0.094,18,0.018,0,0
1000,90,0.09,80,0.08,10,0.01,1,0
1000,111,0.111,96,0.096,15,0.015,0,0
1000,109,0.109,96,0.096,13,0.013,0,0
1000,101,0.101,87,0.087,14,0.014,0,0
1000,110,0.11,96,0.096,14,0.014,0,0
1000,96,0.096,87,0.087,9,0.009,0,0
1000,100,0.1,84,0.084,16,0.016,0,0
1000,110,0.11,98,0.098,12,0.012,0,0
1000,119,0.119,101,0.101,18,0.018,0,0
