Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,130,0.13,102,0.102,28,0.028,11,9
1000,108,0.108,81,0.081,27,0.027,10,9
1000,95,0.095,68,0.068,27,0.027,8,8
1000,123,0.123,100,0.1,23,0.023,6,9
1000,111,0.111,82,0.082,29,0.029,9,10
1000,113,0.113,79,0.079,34,0.034,9,13
1000,117,0.117,99,0.099,18,0.018,5,7
1000,124,0.124,92,0.092,32,0.032,5,10
1000,121,0.121,93,0.093,28,0.028,4,7
1000,122,0.122,98,0.098,24,0.024,9,10
1000,107,0.107,71,0.071,36,0.036,8,12
1000,110,0.11,77,0.077,33,0.033,12,16
1000,89,0.089,83,0.083,6,0.006,9,0
1000,115,0.115,103,0.103,12,0.012,8,5
1000,133,0.133,100,0.1,33,0.033,8,11
1000,94,0.094,59,0.059,35,0.035,6,9
1000,129,0.129,96,0.096,33,0.033,6,4
1000,93,0.093,73,0.073,20,0.02,8,9
1000,105,0.105,93,0.093,12,0.012,10,3
1000,101,0.101,100,0.1,1,0.001,6,0
1000,110,0.11,74,0.074,36,0.036,5,12
1000,109,0.109,108,0.108,1,0.001,9,0
1000,106,0.106,90,0.09,16,0.016,6,7
1000,127,0.127,102,0.102,25,0.025,9,8
1000,107,0.107,103,0.103,4,0.004,5,2
1000,121,0.121,85,0.085,36,0.036,12,12
1000,93,0.093,67,0.067,26,0.026,7,7
1000,112,0.112,91,0.091,21,0.021,5,6
1000,96,0.096,92,0.092,4,0.004,6,0
1000,94,0.094,91,0.091,3,0.003,6,1
