Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,101,0.101,85,0.085,16,0.016,0,0
1000,100,0.1,88,0.088,12,0.012,0,0
1000,102,0.102,88,0.088,14,0.014,0,0
1000,89,0.089,76,0.076,13,0.013,1,0
1000,114,0.114,95,0.095,19,0.019,0,0
1000,96,0.096,78,0.078,18,0.018,0,0
1000,105,0.105,89,0.089,16,0.016,0,0
1000,106,0.106,93,0.093,13,0.013,0,0
1000,96,0.096,79,0.079,17,0.017,0,0
1000,115,0.115,94,0.094,21,0.021,0,0
1000,96,0.096,82,0.082,14,0.014,0,0
1000,99,0.099,84,0.084,15,0.015,0,0
1000,88,0.088,73,0.073,15,0.015,0,0
1000,117,0.117,99,0.099,18,0.018,0,0
1000,90,0.09,78,0.078,12,0.012,0,0
1000,93,0.093,77,0.077,16,0.016,0,0
1000,98,0.098,87,0.087,11,0.011,0,0
1000,112,0.112,92,0.092,20,0.02,0,0
1000,99,0.099,85,0.085,14,0.014,0,0
1000,79,0.079,64,0.064,15,0.015,0,0
1000,93,0.093,79,0.079,14,0.014,0,0
1000,105,0.105,93,0.093,12,0.012,0,0
1000,102,0.102,89,0.089,13,0.013,0,0
1000,80,0.08,65,0.065,15,0.015,0,0
1000,95,0.095,79,0.079,16,0.016,0,0
1000,94,0.094,78,0.078,16,0.016,0,0
1000,96,0.096,82,0.082,14,0.014,0,0
1000,108,0.108,93,0.093,15,0.015,0,0
1000,99,0.099,86,0.086,13,0.013,0,0
1000,111,0.111,95,0.095,16,0.016,0,0
