Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,114,0.114,99,0.099,15,0.015,0,1
1000,100,0.1,73,0.073,27,0.027,0,2
1000,109,0.109,101,0.101,8,0.008,0,0
1000,112,0.112,100,0.1,12,0.012,0,1
1000,112,0.112,104,0.104,8,0.008,0,0
1000,113,0.113,103,0.103,10,0.01,0,0
1000,106,0.106,81,0.081,25,0.025,0,1
1000,102,0.102,97,0.097,5,0.005,0,0
1000,107,0.107,98,0.098,9,0.009,0,0
1000,104,0.104,99,0.099,5,0.005,0,0
1000,104,0.104,96,0.096,8,0.008,0,0
1000,112,0.112,103,0.103,9,0.009,0,0
1000,99,0.099,72,0.072,27,0.027,1,2
1000,108,0.108,99,0.099,9,0.009,0,0
1000,82,0.082,74,0.074,8,0.008,0,0
1000,89,0.089,82,0.082,7,0.007,0,0
1000,115,0.115,103,0.103,12,0.012,0,0
1000,119,0.119,105,0.105,14,0.014,0,0
1000,113,0.113,88,0.088,25,0.025,0,2
1000,115,0.115,105,0.105,10,0.01,0,0
1000,117,0.117,105,0.105,12,0.012,0,0
1000,112,0.112,104,0.104,8,0.008,0,0
1000,95,0.095,88,0.088,7,0.007,0,0
1000,106,0.106,98,0.098,8,0.008,0,0
1000,112,0.112,107,0.107,5,0.005,0,0
1000,98,0.098,95,0.095,3,0.003,0,0
1000,110,0.11,98,0.098,12,0.012,0,0
1000,107,0.107,80,0.08,27,0.027,0,1
1000,116,0.116,101,0.101,15,0.015,0,1
1000,103,0.103,93,0.093,10,0.01,0,0
