tags_collected, collisions_in_seconds, time_in_minutes, random_seed
189, 833.562, 25, 153179
191, 1080.69, 25, 822692
188, 928, 25, 756984
190, 853.656, 25, 141043
187, 841.688, 25, 289417
188, 941.281, 25, 611669
191, 781.156, 25, 380760
190, 857.594, 24.2083, 218896
191, 760.5, 25, 450675
190, 916.25, 23.0333, 509361
189, 983.375, 25, 389403
190, 789.406, 25, 137656
191, 801.312, 24.5333, 744161
189, 748.938, 25, 110371
191, 829.188, 20.7333, 817210
186, 799.781, 25, 440618
188, 765.562, 25, 881915
190, 829.438, 25, 521606
189, 898.125, 25, 210918
189, 793.906, 25, 844583
191, 826.781, 23.0083, 480909
190, 815.969, 25, 370076
191, 865.219, 22.0417, 986636
191, 910.562, 25, 636015
191, 753.75, 24.0667, 69929
189, 957.625, 25, 254391
189, 848.438, 22.2417, 605761
191, 863.25, 25, 723101
190, 858.312, 23.475, 336695
186, 905.875, 25, 917630
191, 786, 23.8167, 140498
190, 900.25, 25, 618610
190, 874.688, 25, 262146
189, 891.969, 25, 705878
190, 766.281, 25, 372586
191, 859.094, 25, 571503
191, 928.844, 25, 187749
188, 884, 25, 811823
188, 807.188, 25, 29543
191, 958.031, 24.6917, 173134
190, 808.125, 25, 579265
191, 920.156, 25, 774261
189, 709.875, 25, 130827
190, 903.344, 25, 716515
190, 870.156, 25, 246084
190, 881.781, 21.5917, 650505
189, 899.906, 25, 539706
188, 967.594, 25, 389951
189, 839.375, 25, 915462
188, 926.906, 25, 319350
80, 5559.94, 25, 24227
188, 1018.28, 25, 306472
187, 1086.94, 25, 788760
182, 1118.16, 25, 80645
187, 1056.81, 25, 565550
89, 5390.94, 25, 46609
186, 1090.75, 25, 260580
184, 1018.91, 25, 737607
185, 1001.41, 25, 746943
183, 1245.41, 25, 483174
181, 1247.19, 25, 765419
189, 1039.28, 25, 501380
184, 1126.09, 25, 952165
186, 1397.19, 25, 868892
187, 1173.44, 25, 631100
187, 1149.53, 25, 233064
188, 1013.53, 25, 960869
188, 1231.66, 25, 603603
189, 1119.94, 25, 153935
185, 1052.25, 25, 313874
186, 1128, 25, 42527
181, 1187.91, 25, 525628
189, 1166.97, 25, 195540
182, 1194.59, 25, 322801
189, 963.062, 25, 164152
183, 1203.78, 25, 468914
183, 1039.03, 25, 108540
187, 1116.16, 25, 759136
185, 1193.25, 25, 814814
186, 1205.75, 25, 97473
183, 1206.31, 25, 371283
187, 1237.94, 25, 65783
183, 1124, 25, 169890
183, 1065.72, 25, 824637
186, 1266.62, 25, 493089
187, 1034.31, 25, 509952
190, 1159.88, 25, 200747
187, 1185.72, 25, 664759
185, 1170.22, 25, 332433
187, 1134.47, 25, 973257
187, 1113, 25, 487407
185, 1125.78, 25, 559296
185, 1068.62, 25, 822389
186, 1008.56, 25, 534822
184, 1097.59, 25, 904096
188, 1122.91, 25, 213680
185, 1078.66, 25, 406251
184, 1151.75, 25, 191620
185, 1112.97, 25, 620510
186, 1210.34, 25, 8525
