Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,93,0.103333,82,0.0911111,11,0.0122222,8,0
900,83,0.0922222,77,0.0855556,6,0.00666667,7,0
900,97,0.107778,88,0.0977778,9,0.01,5,0
900,62,0.0688889,52,0.0577778,10,0.0111111,5,0
900,80,0.0888889,72,0.08,8,0.00888889,8,0
900,78,0.0866667,71,0.0788889,7,0.00777778,6,0
900,78,0.0866667,68,0.0755556,10,0.0111111,7,0
900,68,0.0755556,57,0.0633333,11,0.0122222,3,0
900,93,0.103333,81,0.09,12,0.0133333,10,0
900,91,0.101111,83,0.0922222,8,0.00888889,6,0
900,81,0.09,70,0.0777778,11,0.0122222,9,0
900,92,0.102222,83,0.0922222,9,0.01,4,0
900,84,0.0933333,76,0.0844444,8,0.00888889,10,0
900,63,0.07,57,0.0633333,6,0.00666667,4,0
900,65,0.0722222,55,0.0611111,10,0.0111111,5,0
900,84,0.0933333,76,0.0844444,8,0.00888889,6,0
900,75,0.0833333,65,0.0722222,10,0.0111111,8,0
900,93,0.103333,82,0.0911111,11,0.0122222,8,0
900,83,0.0922222,72,0.08,11,0.0122222,6,0
900,85,0.0944444,78,0.0866667,7,0.00777778,5,0
900,92,0.102222,83,0.0922222,9,0.01,3,0
900,74,0.0822222,65,0.0722222,9,0.01,8,0
900,87,0.0966667,80,0.0888889,7,0.00777778,9,0
900,88,0.0977778,83,0.0922222,5,0.00555556,8,0
900,84,0.0933333,74,0.0822222,10,0.0111111,4,0
900,54,0.06,44,0.0488889,10,0.0111111,4,0
900,97,0.107778,90,0.1,7,0.00777778,7,0
900,96,0.106667,88,0.0977778,8,0.00888889,9,0
900,69,0.0766667,62,0.0688889,7,0.00777778,4,0
900,72,0.08,65,0.0722222,7,0.00777778,5,0
900,86,0.0955556,77,0.0855556,9,0.01,7,0
900,89,0.0988889,79,0.0877778,10,0.0111111,5,0
900,85,0.0944444,80,0.0888889,5,0.00555556,10,0
900,65,0.0722222,57,0.0633333,8,0.00888889,5,0
900,99,0.11,90,0.1,9,0.01,7,0
900,86,0.0955556,72,0.08,14,0.0155556,9,0
900,85,0.0944444,77,0.0855556,8,0.00888889,9,0
900,96,0.106667,86,0.0955556,10,0.0111111,7,0
900,93,0.103333,85,0.0944444,8,0.00888889,9,0
900,81,0.09,69,0.0766667,12,0.0133333,7,0
900,88,0.0977778,75,0.0833333,13,0.0144444,6,0
900,81,0.09,70,0.0777778,11,0.0122222,7,0
900,88,0.0977778,77,0.0855556,11,0.0122222,4,0
900,99,0.11,88,0.0977778,11,0.0122222,10,0
900,80,0.0888889,71,0.0788889,9,0.01,6,0
900,88,0.0977778,80,0.0888889,8,0.00888889,7,0
900,86,0.0955556,75,0.0833333,11,0.0122222,6,0
900,76,0.0844444,65,0.0722222,11,0.0122222,3,0
900,86,0.0955556,78,0.0866667,8,0.00888889,8,0
900,81,0.09,69,0.0766667,12,0.0133333,10,0
900,70,0.0777778,60,0.0666667,10,0.0111111,6,0
900,78,0.0866667,64,0.0711111,14,0.0155556,3,0
900,91,0.101111,84,0.0933333,7,0.00777778,6,0
900,85,0.0944444,76,0.0844444,9,0.01,7,0
900,80,0.0888889,73,0.0811111,7,0.00777778,10,0
900,70,0.0777778,58,0.0644444,12,0.0133333,2,0
900,84,0.0933333,78,0.0866667,6,0.00666667,5,0
900,65,0.0722222,51,0.0566667,14,0.0155556,6,0
900,82,0.0911111,76,0.0844444,6,0.00666667,6,0
900,83,0.0922222,72,0.08,11,0.0122222,5,0
