Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,82,0.0911111,49,0.0544444,33,0.0366667,4,13
900,94,0.104444,65,0.0722222,29,0.0322222,6,13
900,86,0.0955556,50,0.0555556,36,0.04,9,10
900,93,0.103333,66,0.0733333,27,0.03,4,11
900,101,0.112222,70,0.0777778,31,0.0344444,10,9
900,79,0.0877778,39,0.0433333,40,0.0444444,4,9
900,92,0.102222,47,0.0522222,45,0.05,2,13
900,110,0.122222,66,0.0733333,44,0.0488889,7,14
900,89,0.0988889,45,0.05,44,0.0488889,8,12
900,88,0.0977778,73,0.0811111,15,0.0166667,4,7
900,85,0.0944444,58,0.0644444,27,0.03,5,13
900,85,0.0944444,56,0.0622222,29,0.0322222,5,11
900,92,0.102222,60,0.0666667,32,0.0355556,5,11
900,99,0.11,75,0.0833333,24,0.0266667,9,6
900,61,0.0677778,35,0.0388889,26,0.0288889,2,6
900,82,0.0911111,49,0.0544444,33,0.0366667,2,7
900,90,0.1,55,0.0611111,35,0.0388889,10,10
900,111,0.123333,63,0.07,48,0.0533333,4,19
900,94,0.104444,60,0.0666667,34,0.0377778,2,14
900,80,0.0888889,50,0.0555556,30,0.0333333,6,14
900,83,0.0922222,45,0.05,38,0.0422222,2,9
900,108,0.12,59,0.0655556,49,0.0544444,5,19
900,93,0.103333,61,0.0677778,32,0.0355556,10,11
900,64,0.0711111,26,0.0288889,38,0.0422222,3,14
900,78,0.0866667,37,0.0411111,41,0.0455556,1,15
900,101,0.112222,57,0.0633333,44,0.0488889,8,13
900,97,0.107778,77,0.0855556,20,0.0222222,7,8
900,93,0.103333,70,0.0777778,23,0.0255556,13,5
900,92,0.102222,69,0.0766667,23,0.0255556,11,10
900,89,0.0988889,56,0.0622222,33,0.0366667,9,10
900,81,0.09,43,0.0477778,38,0.0422222,2,17
900,108,0.12,71,0.0788889,37,0.0411111,6,13
900,90,0.1,60,0.0666667,30,0.0333333,4,10
900,101,0.112222,49,0.0544444,52,0.0577778,3,21
900,101,0.112222,50,0.0555556,51,0.0566667,5,19
900,79,0.0877778,75,0.0833333,4,0.00444444,8,0
900,106,0.117778,76,0.0844444,30,0.0333333,9,14
900,79,0.0877778,41,0.0455556,38,0.0422222,7,18
900,125,0.138889,75,0.0833333,50,0.0555556,11,17
900,93,0.103333,41,0.0455556,52,0.0577778,1,25
900,110,0.122222,74,0.0822222,36,0.04,6,17
900,69,0.0766667,65,0.0722222,4,0.00444444,8,0
900,89,0.0988889,50,0.0555556,39,0.0433333,11,15
900,88,0.0977778,50,0.0555556,38,0.0422222,2,16
900,86,0.0955556,50,0.0555556,36,0.04,4,17
900,86,0.0955556,39,0.0433333,47,0.0522222,5,23
900,95,0.105556,75,0.0833333,20,0.0222222,13,7
900,95,0.105556,45,0.05,50,0.0555556,7,10
900,86,0.0955556,42,0.0466667,44,0.0488889,9,19
900,96,0.106667,50,0.0555556,46,0.0511111,6,18
900,111,0.123333,76,0.0844444,35,0.0388889,7,15
900,81,0.09,47,0.0522222,34,0.0377778,5,8
900,106,0.117778,95,0.105556,11,0.0122222,8,4
900,92,0.102222,64,0.0711111,28,0.0311111,5,7
900,101,0.112222,87,0.0966667,14,0.0155556,6,4
900,102,0.113333,56,0.0622222,46,0.0511111,6,16
900,67,0.0744444,42,0.0466667,25,0.0277778,6,7
900,94,0.104444,48,0.0533333,46,0.0511111,5,19
900,89,0.0988889,43,0.0477778,46,0.0511111,4,13
900,92,0.102222,57,0.0633333,35,0.0388889,9,15
