Forage: 10, 14, 17, 12, 12, 12, 6, 6, 9, 4, 5, 2, 7, 2, 2, 1
Forage: 12, 15, 12, 11, 6, 10, 8, 11, 9, 5, 6, 2, 3, 5, 1, 2
Forage: 11, 13, 15, 12, 9, 11, 9, 9, 8, 5, 5, 2, 5, 4, 3, 1
Forage: 13, 11, 12, 11, 12, 12, 11, 7, 4, 8, 4, 5, 2, 3, 1, 4
Forage: 11, 14, 10, 14, 10, 13, 7, 11, 6, 6, 4, 6, 3, 6, 2, 2
Forage: 10, 11, 13, 7, 17, 11, 9, 10, 6, 7, 5, 8, 2, 3, 4, 0
Forage: 7, 17, 10, 14, 9, 11, 7, 5, 9, 8, 4, 7, 6, 3, 2, 2
Forage: 9, 16, 11, 12, 9, 11, 7, 12, 5, 6, 4, 7, 4, 1, 3, 3
Forage: 11, 14, 12, 14, 7, 12, 10, 10, 7, 8, 7, 6, 1, 3, 3, 1
Forage: 11, 14, 15, 7, 11, 9, 13, 10, 9, 4, 3, 6, 3, 6, 3, 0
Forage: 12, 15, 15, 8, 11, 13, 6, 7, 9, 8, 6, 4, 5, 3, 1, 1
Forage: 12, 12, 11, 13, 13, 12, 9, 10, 3, 12, 4, 4, 3, 2, 0, 1
Forage: 12, 12, 9, 13, 10, 8, 10, 9, 7, 7, 5, 3, 4, 4, 3, 3
Forage: 11, 15, 14, 9, 10, 9, 10, 9, 9, 8, 4, 3, 5, 4, 1, 4
Forage: 10, 15, 13, 13, 12, 6, 10, 7, 6, 6, 8, 5, 5, 2, 3, 0
Forage: 12, 14, 11, 9, 14, 11, 10, 8, 5, 6, 7, 5, 2, 5, 5, 1
Forage: 14, 15, 12, 12, 7, 10, 6, 9, 7, 6, 8, 2, 4, 1, 4, 3
Forage: 12, 12, 16, 12, 10, 9, 11, 6, 6, 5, 8, 3, 2, 3, 4, 3
Forage: 10, 14, 16, 11, 8, 5, 8, 10, 9, 8, 4, 7, 2, 3, 4, 2
Forage: 9, 15, 13, 15, 7, 8, 10, 8, 5, 5, 6, 6, 9, 3, 0, 3
Forage: 12, 14, 14, 11, 9, 8, 9, 8, 7, 6, 7, 5, 3, 2, 1, 3
Forage: 12, 13, 13, 15, 8, 9, 13, 5, 9, 4, 3, 5, 2, 3, 3, 1
Forage: 11, 16, 16, 12, 9, 8, 10, 5, 8, 6, 6, 3, 2, 2, 2, 2
Forage: 10, 15, 10, 12, 7, 12, 8, 10, 10, 5, 9, 4, 3, 4, 3, 1
Forage: 12, 16, 13, 10, 12, 10, 5, 11, 5, 7, 6, 5, 5, 3, 2, 0
Forage: 8, 14, 13, 11, 12, 10, 8, 6, 8, 6, 3, 4, 2, 4, 3, 4
Forage: 8, 16, 14, 15, 8, 9, 7, 7, 7, 8, 9, 4, 4, 1, 3, 2
Forage: 10, 13, 17, 11, 11, 9, 10, 8, 7, 7, 5, 3, 2, 3, 3, 2
Forage: 12, 17, 11, 12, 13, 9, 10, 10, 6, 9, 2, 4, 2, 2, 4, 2
Forage: 11, 15, 14, 11, 12, 9, 8, 9, 4, 6, 7, 4, 3, 2, 5, 2
Forage: 13, 14, 15, 11, 12, 11, 14, 4, 6, 7, 6, 6, 1, 2, 1, 0
Forage: 9, 13, 12, 11, 9, 11, 9, 11, 9, 6, 7, 6, 3, 2, 2, 3
Forage: 9, 12, 17, 12, 10, 11, 4, 11, 5, 4, 3, 6, 3, 4, 4, 2
Forage: 11, 14, 14, 12, 11, 13, 7, 10, 6, 6, 4, 6, 4, 3, 2, 1
Forage: 11, 18, 10, 14, 13, 8, 6, 8, 7, 8, 7, 1, 6, 2, 2, 2
Forage: 10, 18, 13, 12, 9, 8, 10, 8, 10, 7, 6, 3, 2, 3, 1, 2
Forage: 10, 17, 11, 11, 7, 13, 5, 7, 7, 8, 6, 7, 4, 7, 0, 2
Forage: 12, 15, 17, 10, 12, 11, 3, 11, 5, 5, 5, 3, 9, 4, 1, 0
Forage: 12, 17, 11, 11, 10, 12, 7, 9, 8, 6, 4, 5, 4, 3, 2, 3
Forage: 13, 17, 7, 14, 10, 5, 13, 9, 6, 8, 3, 4, 3, 2, 3, 4
Forage: 13, 19, 8, 10, 10, 7, 6, 6, 10, 8, 4, 4, 4, 3, 3, 3
Forage: 12, 17, 8, 13, 13, 14, 7, 12, 8, 2, 6, 3, 4, 2, 2, 1
Forage: 11, 15, 10, 15, 7, 9, 12, 8, 10, 7, 6, 7, 3, 3, 1, 1
Forage: 9, 15, 12, 9, 15, 13, 6, 11, 5, 5, 4, 3, 6, 4, 2, 1
Forage: 14, 15, 14, 14, 12, 9, 12, 7, 7, 5, 4, 1, 5, 1, 3, 1
Forage: 11, 11, 12, 14, 10, 8, 9, 13, 5, 7, 3, 2, 4, 5, 4, 1
Forage: 8, 10, 15, 12, 11, 7, 9, 12, 8, 7, 9, 5, 5, 2, 1, 4
Forage: 10, 17, 12, 11, 9, 7, 11, 8, 10, 4, 6, 4, 5, 3, 1, 1
Forage: 11, 19, 13, 11, 14, 7, 12, 8, 7, 6, 2, 6, 0, 4, 0, 5
Forage: 8, 15, 14, 9, 10, 10, 12, 7, 7, 6, 6, 5, 3, 1, 4, 1
Forage: 5, 6, 5, 3, 5, 5, 6, 5, 11, 3, 6, 2, 5, 3, 3, 3
Forage: 6, 10, 5, 7, 8, 8, 3, 4, 7, 6, 5, 7, 2, 3, 6, 1
Forage: 6, 2, 5, 6, 6, 2, 7, 5, 6, 3, 8, 7, 7, 7, 3, 3
Forage: 5, 7, 7, 2, 6, 4, 4, 4, 3, 6, 7, 6, 4, 3, 4, 6
Forage: 6, 8, 7, 7, 6, 5, 6, 5, 6, 8, 4, 4, 3, 6, 7, 1
Forage: 5, 5, 10, 6, 5, 7, 8, 6, 5, 5, 7, 9, 6, 6, 2, 5
Forage: 5, 7, 10, 6, 5, 8, 4, 5, 4, 5, 9, 3, 7, 4, 5, 4
Forage: 9, 7, 9, 3, 5, 5, 4, 8, 7, 6, 6, 3, 6, 3, 5, 3
Forage: 9, 9, 5, 10, 4, 5, 5, 6, 4, 5, 4, 4, 2, 3, 5, 7
Forage: 4, 4, 6, 6, 7, 6, 7, 8, 4, 4, 5, 4, 5, 1, 9, 7
Forage: 7, 6, 5, 4, 6, 7, 4, 8, 3, 5, 5, 5, 8, 5, 3, 7
Forage: 5, 5, 5, 8, 5, 4, 6, 4, 9, 7, 8, 4, 4, 6, 3, 4
Forage: 5, 2, 3, 4, 8, 9, 5, 4, 5, 9, 6, 5, 6, 5, 5, 3
Forage: 6, 8, 9, 5, 6, 7, 4, 5, 8, 7, 5, 3, 1, 4, 6, 2
Forage: 10, 5, 5, 4, 8, 4, 6, 6, 6, 9, 5, 6, 5, 4, 3, 6
Forage: 4, 7, 7, 5, 6, 8, 6, 9, 9, 5, 5, 2, 4, 2, 0, 3
Forage: 9, 11, 11, 5, 7, 8, 5, 4, 7, 6, 5, 4, 5, 2, 6, 2
Forage: 5, 7, 8, 5, 5, 6, 8, 6, 8, 5, 2, 8, 8, 3, 7, 5
Forage: 8, 3, 5, 4, 6, 4, 7, 7, 6, 8, 6, 5, 3, 4, 4, 7
Forage: 11, 9, 9, 5, 6, 9, 2, 5, 2, 6, 9, 6, 7, 5, 6, 3
Forage: 5, 12, 6, 6, 3, 10, 9, 3, 5, 9, 5, 3, 2, 2, 4, 8
Forage: 7, 11, 8, 6, 8, 3, 4, 4, 6, 5, 5, 5, 7, 4, 5, 3
Forage: 5, 5, 6, 7, 6, 5, 3, 5, 7, 4, 8, 6, 7, 6, 5, 2
Forage: 9, 3, 4, 6, 6, 2, 6, 6, 9, 3, 13, 6, 6, 5, 4, 4
Forage: 9, 5, 8, 3, 6, 7, 5, 4, 6, 5, 2, 3, 3, 5, 4, 5
Forage: 6, 6, 2, 9, 6, 6, 6, 3, 7, 6, 4, 7, 6, 6, 1, 5
Forage: 9, 8, 4, 8, 5, 3, 6, 7, 3, 6, 7, 5, 6, 4, 4, 3
Forage: 6, 3, 8, 2, 7, 11, 5, 7, 4, 5, 6, 4, 2, 5, 5, 6
Forage: 8, 6, 7, 6, 6, 5, 9, 3, 5, 8, 3, 5, 5, 5, 6, 6
Forage: 7, 11, 5, 8, 7, 5, 2, 8, 7, 5, 4, 2, 5, 4, 2, 2
Forage: 3, 5, 8, 5, 3, 6, 10, 6, 4, 6, 6, 2, 7, 2, 5, 3
Forage: 6, 3, 6, 7, 7, 5, 4, 8, 6, 7, 2, 6, 1, 5, 3, 5
Forage: 7, 2, 4, 5, 6, 6, 7, 5, 6, 4, 2, 7, 4, 1, 5, 3
Forage: 6, 2, 8, 6, 5, 6, 7, 8, 6, 7, 8, 0, 2, 11, 4, 6
Forage: 2, 4, 8, 5, 5, 4, 6, 3, 7, 10, 9, 3, 2, 5, 6, 3
Forage: 6, 2, 6, 3, 8, 2, 4, 6, 8, 11, 5, 6, 6, 6, 4, 3
Forage: 3, 4, 5, 9, 11, 3, 7, 6, 4, 8, 8, 5, 3, 6, 3, 3
Forage: 8, 3, 3, 4, 7, 3, 9, 6, 8, 3, 5, 3, 6, 4, 5, 5
Forage: 7, 4, 5, 7, 6, 4, 6, 5, 9, 8, 4, 1, 4, 5, 4, 3
Forage: 4, 5, 6, 4, 7, 11, 5, 5, 4, 4, 3, 5, 6, 5, 7, 4
Forage: 5, 6, 3, 8, 7, 4, 6, 8, 6, 3, 6, 3, 4, 9, 4, 4
Forage: 5, 10, 7, 6, 6, 4, 4, 2, 5, 11, 6, 5, 4, 4, 5, 4
Forage: 4, 3, 5, 5, 5, 9, 4, 6, 7, 7, 6, 4, 3, 6, 6, 3
Forage: 3, 5, 5, 6, 4, 5, 9, 8, 8, 3, 5, 5, 8, 4, 5, 2
Forage: 3, 8, 6, 6, 10, 6, 5, 5, 5, 6, 7, 6, 6, 4, 3, 2
Forage: 3, 8, 8, 9, 7, 8, 6, 3, 8, 3, 5, 6, 4, 2, 7, 3
Forage: 6, 0, 6, 6, 5, 7, 6, 3, 6, 4, 6, 4, 5, 6, 2, 7
Forage: 2, 7, 8, 7, 6, 7, 4, 5, 7, 7, 6, 4, 6, 4, 4, 8
Forage: 6, 11, 8, 7, 8, 10, 5, 7, 1, 3, 5, 3, 2, 5, 2, 5
Forage: 3, 7, 9, 8, 5, 8, 6, 4, 9, 4, 7, 4, 5, 4, 5, 4
