Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,99,0.11,92,0.102222,7,0.00777778,10,0
900,84,0.0933333,77,0.0855556,7,0.00777778,9,0
900,77,0.0855556,66,0.0733333,11,0.0122222,6,0
900,76,0.0844444,65,0.0722222,11,0.0122222,6,0
900,71,0.0788889,62,0.0688889,9,0.01,5,0
900,89,0.0988889,81,0.09,8,0.00888889,2,0
900,76,0.0844444,63,0.07,13,0.0144444,4,0
900,79,0.0877778,64,0.0711111,15,0.0166667,1,0
900,90,0.1,82,0.0911111,8,0.00888889,9,0
900,90,0.1,77,0.0855556,13,0.0144444,4,0
900,104,0.115556,92,0.102222,12,0.0133333,6,0
900,85,0.0944444,77,0.0855556,8,0.00888889,2,0
900,68,0.0755556,57,0.0633333,11,0.0122222,6,0
900,95,0.105556,79,0.0877778,16,0.0177778,9,0
900,90,0.1,78,0.0866667,12,0.0133333,6,0
900,72,0.08,63,0.07,9,0.01,8,0
900,78,0.0866667,70,0.0777778,8,0.00888889,8,0
900,76,0.0844444,65,0.0722222,11,0.0122222,4,0
900,92,0.102222,80,0.0888889,12,0.0133333,10,0
900,87,0.0966667,77,0.0855556,10,0.0111111,6,0
900,76,0.0844444,66,0.0733333,10,0.0111111,5,0
900,95,0.105556,84,0.0933333,11,0.0122222,11,0
900,74,0.0822222,60,0.0666667,14,0.0155556,2,0
900,86,0.0955556,81,0.09,5,0.00555556,6,0
900,87,0.0966667,74,0.0822222,13,0.0144444,7,0
900,72,0.08,57,0.0633333,15,0.0166667,4,0
900,96,0.106667,86,0.0955556,10,0.0111111,7,0
900,87,0.0966667,81,0.09,6,0.00666667,11,0
900,92,0.102222,81,0.09,11,0.0122222,5,0
900,68,0.0755556,59,0.0655556,9,0.01,3,0
900,77,0.0855556,71,0.0788889,6,0.00666667,10,0
900,85,0.0944444,74,0.0822222,11,0.0122222,4,0
900,86,0.0955556,74,0.0822222,12,0.0133333,2,0
900,72,0.08,61,0.0677778,11,0.0122222,5,0
900,98,0.108889,89,0.0988889,9,0.01,4,0
900,74,0.0822222,64,0.0711111,10,0.0111111,2,0
900,111,0.123333,102,0.113333,9,0.01,11,0
900,96,0.106667,80,0.0888889,16,0.0177778,10,0
900,81,0.09,71,0.0788889,10,0.0111111,7,0
900,64,0.0711111,49,0.0544444,15,0.0166667,1,0
900,81,0.09,71,0.0788889,10,0.0111111,8,0
900,79,0.0877778,70,0.0777778,9,0.01,6,0
900,83,0.0922222,66,0.0733333,17,0.0188889,3,0
900,81,0.09,73,0.0811111,8,0.00888889,10,0
900,81,0.09,75,0.0833333,6,0.00666667,8,0
900,81,0.09,78,0.0866667,3,0.00333333,9,0
900,75,0.0833333,69,0.0766667,6,0.00666667,4,0
900,61,0.0677778,48,0.0533333,13,0.0144444,5,0
900,71,0.0788889,58,0.0644444,13,0.0144444,4,0
900,81,0.09,72,0.08,9,0.01,5,0
900,83,0.0922222,70,0.0777778,13,0.0144444,6,0
900,88,0.0977778,76,0.0844444,12,0.0133333,7,0
900,85,0.0944444,71,0.0788889,14,0.0155556,8,0
900,94,0.104444,86,0.0955556,8,0.00888889,12,0
900,74,0.0822222,58,0.0644444,16,0.0177778,6,0
900,75,0.0833333,62,0.0688889,13,0.0144444,6,0
900,85,0.0944444,76,0.0844444,9,0.01,6,0
900,78,0.0866667,66,0.0733333,12,0.0133333,4,0
900,79,0.0877778,71,0.0788889,8,0.00888889,3,0
900,99,0.11,86,0.0955556,13,0.0144444,10,0
