Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,73,0.073,51,0.051,22,0.022
1000,146,0.146,23,0.023,123,0.123
1000,68,0.068,45,0.045,23,0.023
1000,82,0.082,33,0.033,49,0.049
1000,82,0.082,29,0.029,53,0.053
1000,88,0.088,28,0.028,60,0.06
1000,76,0.076,55,0.055,21,0.021
1000,115,0.115,89,0.089,26,0.026
1000,53,0.053,31,0.031,22,0.022
1000,142,0.142,54,0.054,88,0.088
1000,43,0.043,21,0.021,22,0.022
1000,79,0.079,27,0.027,52,0.052
1000,71,0.071,42,0.042,29,0.029
1000,93,0.093,30,0.03,63,0.063
1000,57,0.057,37,0.037,20,0.02
1000,53,0.053,31,0.031,22,0.022
1000,87,0.087,60,0.06,27,0.027
1000,93,0.093,35,0.035,58,0.058
1000,103,0.103,49,0.049,54,0.054
1000,40,0.04,22,0.022,18,0.018
1000,76,0.076,21,0.021,55,0.055
1000,108,0.108,33,0.033,75,0.075
1000,45,0.045,23,0.023,22,0.022
1000,103,0.103,44,0.044,59,0.059
1000,47,0.047,26,0.026,21,0.021
1000,60,0.06,39,0.039,21,0.021
1000,79,0.079,59,0.059,20,0.02
1000,81,0.081,34,0.034,47,0.047
1000,63,0.063,23,0.023,40,0.04
1000,92,0.092,33,0.033,59,0.059
1000,78,0.078,71,0.071,7,0.007
1000,90,0.09,80,0.08,10,0.01
1000,105,0.105,96,0.096,9,0.009
1000,113,0.113,107,0.107,6,0.006
1000,110,0.11,106,0.106,4,0.004
1000,102,0.102,99,0.099,3,0.003
1000,104,0.104,98,0.098,6,0.006
1000,105,0.105,101,0.101,4,0.004
1000,107,0.107,103,0.103,4,0.004
1000,72,0.072,60,0.06,12,0.012
1000,117,0.117,106,0.106,11,0.011
1000,93,0.093,90,0.09,3,0.003
1000,117,0.117,105,0.105,12,0.012
1000,105,0.105,98,0.098,7,0.007
1000,100,0.1,93,0.093,7,0.007
1000,108,0.108,105,0.105,3,0.003
1000,57,0.057,42,0.042,15,0.015
1000,108,0.108,101,0.101,7,0.007
1000,110,0.11,106,0.106,4,0.004
1000,111,0.111,106,0.106,5,0.005
1000,106,0.106,96,0.096,10,0.01
1000,101,0.101,91,0.091,10,0.01
1000,107,0.107,103,0.103,4,0.004
1000,112,0.112,104,0.104,8,0.008
1000,108,0.108,102,0.102,6,0.006
1000,77,0.077,60,0.06,17,0.017
1000,95,0.095,88,0.088,7,0.007
1000,108,0.108,104,0.104,4,0.004
1000,85,0.085,78,0.078,7,0.007
1000,64,0.064,51,0.051,13,0.013
