Forage: 13, 11, 12, 11, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 5, 12, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 9, 14, 11, 7, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 8, 13, 8, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 7, 12, 5, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 9, 11, 4, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 11, 13, 8, 13, 4, 2, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0
Forage: 12, 15, 14, 9, 10, 8, 8, 7, 0, 3, 2, 1, 0, 0, 0, 0
Forage: 8, 10, 6, 2, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0
Forage: 11, 12, 14, 9, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 6, 7, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 11, 11, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 6, 13, 13, 4, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0
Forage: 11, 8, 8, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 11, 14, 7, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 12, 12, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 11, 13, 15, 13, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 10, 12, 9, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
Forage: 7, 11, 13, 9, 4, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1
Forage: 11, 5, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 10, 3, 6, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 10, 10, 7, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 8, 12, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Forage: 12, 12, 8, 8, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0
Forage: 9, 10, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 11, 14, 9, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 8, 13, 15, 9, 7, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 12, 15, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 9, 8, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 11, 11, 7, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Forage: 10, 13, 13, 10, 9, 1, 0, 2, 1, 2, 1, 1, 0, 2, 3, 2
Forage: 11, 11, 11, 11, 6, 6, 13, 5, 2, 3, 0, 0, 0, 0, 0, 0
Forage: 10, 15, 10, 8, 12, 7, 8, 8, 1, 6, 5, 2, 1, 1, 0, 1
Forage: 5, 14, 12, 8, 14, 8, 6, 7, 5, 4, 7, 6, 4, 1, 2, 2
Forage: 8, 10, 14, 12, 7, 7, 7, 8, 5, 6, 5, 5, 4, 1, 2, 2
Forage: 11, 13, 16, 10, 10, 6, 8, 4, 4, 4, 3, 2, 2, 2, 3, 1
Forage: 12, 14, 8, 10, 13, 5, 12, 5, 6, 2, 2, 1, 1, 3, 2, 1
Forage: 8, 13, 11, 8, 12, 10, 9, 6, 5, 4, 3, 5, 2, 2, 2, 0
Forage: 10, 10, 12, 11, 9, 10, 8, 7, 5, 6, 4, 5, 1, 2, 2, 0
Forage: 11, 16, 8, 2, 0, 1, 0, 0, 0, 2, 3, 1, 5, 1, 5, 3
Forage: 9, 13, 13, 11, 6, 9, 8, 6, 7, 6, 3, 6, 2, 2, 1, 3
Forage: 7, 14, 13, 7, 10, 6, 6, 6, 6, 5, 8, 0, 0, 1, 0, 0
Forage: 10, 15, 14, 6, 14, 7, 5, 6, 4, 7, 4, 4, 1, 2, 2, 2
Forage: 8, 13, 10, 10, 10, 10, 8, 11, 6, 5, 2, 2, 0, 0, 0, 2
Forage: 10, 14, 14, 8, 11, 4, 12, 2, 3, 8, 2, 1, 1, 0, 3, 0
Forage: 12, 8, 11, 13, 10, 9, 5, 10, 7, 2, 6, 5, 4, 1, 1, 1
Forage: 5, 14, 5, 0, 0, 0, 0, 1, 0, 3, 2, 7, 1, 3, 1, 0
Forage: 12, 11, 7, 9, 12, 10, 5, 4, 8, 2, 6, 2, 4, 3, 3, 3
Forage: 12, 14, 10, 12, 11, 8, 8, 4, 8, 2, 5, 4, 3, 2, 1, 2
Forage: 11, 10, 15, 8, 9, 8, 7, 8, 7, 5, 5, 2, 2, 3, 2, 3
Forage: 9, 18, 7, 12, 13, 9, 5, 3, 9, 6, 1, 1, 1, 2, 0, 0
Forage: 8, 16, 15, 9, 9, 7, 8, 7, 3, 2, 0, 0, 2, 0, 3, 2
Forage: 10, 16, 12, 9, 12, 7, 9, 4, 5, 3, 3, 3, 2, 4, 1, 2
Forage: 9, 13, 16, 10, 8, 9, 8, 5, 5, 6, 4, 4, 2, 0, 2, 1
Forage: 13, 8, 15, 13, 8, 9, 6, 4, 5, 3, 5, 2, 2, 5, 2, 2
Forage: 9, 8, 6, 0, 0, 0, 1, 4, 3, 2, 4, 4, 4, 5, 3, 2
Forage: 12, 13, 11, 11, 7, 9, 6, 7, 4, 4, 3, 0, 0, 0, 1, 0
Forage: 7, 16, 10, 8, 11, 9, 12, 6, 7, 4, 2, 5, 2, 1, 3, 1
Forage: 9, 10, 14, 9, 12, 10, 5, 3, 2, 0, 1, 0, 1, 0, 0, 1
Forage: 9, 10, 3, 2, 3, 1, 0, 1, 1, 2, 0, 2, 1, 5, 5, 3
