tags_collected, collisions_in_seconds, time_in_minutes, random_seed
51, 3649.69, 16.6667, 434075
23, 2513.47, 16.6667, 453760
45, 3699.59, 16.6667, 496597
33, 3608.44, 16.6667, 344308
29, 3641.16, 16.6667, 188806
28, 3272.41, 16.6667, 940531
55, 3328.12, 16.6667, 733618
89, 2370, 16.6667, 777669
31, 4278.5, 16.6667, 182544
54, 2148.59, 16.6667, 229638
21, 4530.22, 16.6667, 336354
27, 3547.91, 16.6667, 913282
42, 3555.81, 16.6667, 556395
30, 3179.5, 16.6667, 591327
37, 3982.03, 16.6667, 311256
31, 4067.53, 16.6667, 42900
60, 3347.12, 16.6667, 820843
35, 3073.81, 16.6667, 954398
49, 2649.06, 16.6667, 865781
22, 4381.97, 16.6667, 846141
21, 3778.94, 16.6667, 446392
33, 2851.06, 16.6667, 140975
23, 4398.28, 16.6667, 162126
44, 2915.09, 16.6667, 858357
26, 4086.12, 16.6667, 752192
39, 4208.16, 16.6667, 505651
59, 3329.09, 16.6667, 248032
34, 4003.69, 16.6667, 248944
23, 4254.09, 16.6667, 999432
33, 3232.97, 16.6667, 736957
71, 2953.59, 16.6667, 708901
80, 2482.09, 16.6667, 190824
96, 1376.41, 16.6667, 931674
107, 454.906, 16.6667, 137591
106, 549.438, 16.6667, 755632
99, 473.188, 16.6667, 470120
98, 605.781, 16.6667, 290410
101, 450.875, 16.6667, 162373
103, 443.312, 16.6667, 941043
60, 3413.16, 16.6667, 684205
106, 415, 16.6667, 923505
90, 1224.78, 16.6667, 621475
105, 490.188, 16.6667, 789008
98, 1443.97, 16.6667, 457491
93, 1786.81, 16.6667, 737793
105, 516.469, 16.6667, 710157
42, 3740.38, 16.6667, 301883
101, 606.188, 16.6667, 217738
106, 501.812, 16.6667, 768939
106, 433.531, 16.6667, 306408
96, 1707.56, 16.6667, 967352
91, 2143.31, 16.6667, 189019
103, 504.719, 16.6667, 5287
104, 418.844, 16.6667, 500539
102, 425.562, 16.6667, 468965
60, 3215.88, 16.6667, 179367
88, 2033.66, 16.6667, 676998
104, 504.094, 16.6667, 620510
78, 2686.75, 16.6667, 205966
51, 3643.19, 16.6667, 809957
