Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,118,0.118,92,0.092,26,0.026
1000,118,0.118,90,0.09,28,0.028
1000,137,0.137,84,0.084,53,0.053
1000,109,0.109,93,0.093,16,0.016
1000,133,0.133,64,0.064,69,0.069
1000,116,0.116,70,0.07,46,0.046
1000,137,0.137,76,0.076,61,0.061
1000,99,0.099,71,0.071,28,0.028
1000,99,0.099,64,0.064,35,0.035
1000,128,0.128,76,0.076,52,0.052
1000,122,0.122,81,0.081,41,0.041
1000,114,0.114,74,0.074,40,0.04
1000,101,0.101,72,0.072,29,0.029
1000,102,0.102,63,0.063,39,0.039
1000,119,0.119,91,0.091,28,0.028
1000,115,0.115,92,0.092,23,0.023
1000,124,0.124,92,0.092,32,0.032
1000,116,0.116,101,0.101,15,0.015
1000,148,0.148,97,0.097,51,0.051
1000,91,0.091,62,0.062,29,0.029
1000,90,0.09,66,0.066,24,0.024
1000,114,0.114,62,0.062,52,0.052
1000,126,0.126,91,0.091,35,0.035
1000,141,0.141,89,0.089,52,0.052
1000,123,0.123,87,0.087,36,0.036
1000,113,0.113,93,0.093,20,0.02
1000,132,0.132,84,0.084,48,0.048
1000,132,0.132,77,0.077,55,0.055
1000,122,0.122,90,0.09,32,0.032
1000,120,0.12,90,0.09,30,0.03
1000,107,0.107,105,0.105,2,0.002
1000,96,0.096,94,0.094,2,0.002
1000,89,0.089,88,0.088,1,0.001
1000,110,0.11,97,0.097,13,0.013
1000,90,0.09,88,0.088,2,0.002
1000,95,0.095,93,0.093,2,0.002
1000,110,0.11,106,0.106,4,0.004
1000,101,0.101,98,0.098,3,0.003
1000,108,0.108,104,0.104,4,0.004
1000,97,0.097,93,0.093,4,0.004
1000,98,0.098,94,0.094,4,0.004
1000,109,0.109,106,0.106,3,0.003
1000,106,0.106,103,0.103,3,0.003
1000,105,0.105,103,0.103,2,0.002
1000,100,0.1,97,0.097,3,0.003
1000,99,0.099,91,0.091,8,0.008
1000,103,0.103,100,0.1,3,0.003
1000,103,0.103,99,0.099,4,0.004
1000,106,0.106,102,0.102,4,0.004
1000,109,0.109,101,0.101,8,0.008
1000,108,0.108,104,0.104,4,0.004
1000,106,0.106,104,0.104,2,0.002
1000,105,0.105,103,0.103,2,0.002
1000,100,0.1,97,0.097,3,0.003
1000,108,0.108,104,0.104,4,0.004
1000,106,0.106,103,0.103,3,0.003
1000,103,0.103,98,0.098,5,0.005
1000,83,0.083,81,0.081,2,0.002
1000,104,0.104,100,0.1,4,0.004
1000,103,0.103,98,0.098,5,0.005
