Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,136,0.136,85,0.085,51,0.051
1000,124,0.124,90,0.09,34,0.034
1000,116,0.116,79,0.079,37,0.037
1000,136,0.136,73,0.073,63,0.063
1000,121,0.121,85,0.085,36,0.036
1000,137,0.137,69,0.069,68,0.068
1000,121,0.121,83,0.083,38,0.038
1000,119,0.119,76,0.076,43,0.043
1000,153,0.153,86,0.086,67,0.067
1000,129,0.129,76,0.076,53,0.053
1000,99,0.099,93,0.093,6,0.006
1000,128,0.128,86,0.086,42,0.042
1000,123,0.123,87,0.087,36,0.036
1000,122,0.122,84,0.084,38,0.038
1000,128,0.128,61,0.061,67,0.067
1000,103,0.103,79,0.079,24,0.024
1000,110,0.11,82,0.082,28,0.028
1000,136,0.136,100,0.1,36,0.036
1000,145,0.145,91,0.091,54,0.054
1000,120,0.12,102,0.102,18,0.018
1000,110,0.11,65,0.065,45,0.045
1000,132,0.132,89,0.089,43,0.043
1000,117,0.117,104,0.104,13,0.013
1000,98,0.098,78,0.078,20,0.02
1000,129,0.129,77,0.077,52,0.052
1000,101,0.101,76,0.076,25,0.025
1000,85,0.085,58,0.058,27,0.027
1000,109,0.109,76,0.076,33,0.033
1000,101,0.101,75,0.075,26,0.026
1000,149,0.149,78,0.078,71,0.071
1000,110,0.11,102,0.102,8,0.008
1000,107,0.107,104,0.104,3,0.003
1000,101,0.101,94,0.094,7,0.007
1000,105,0.105,103,0.103,2,0.002
1000,102,0.102,94,0.094,8,0.008
1000,109,0.109,104,0.104,5,0.005
1000,99,0.099,98,0.098,1,0.001
1000,105,0.105,103,0.103,2,0.002
1000,106,0.106,101,0.101,5,0.005
1000,107,0.107,102,0.102,5,0.005
1000,102,0.102,100,0.1,2,0.002
1000,106,0.106,99,0.099,7,0.007
1000,96,0.096,93,0.093,3,0.003
1000,106,0.106,101,0.101,5,0.005
1000,99,0.099,95,0.095,4,0.004
1000,112,0.112,104,0.104,8,0.008
1000,106,0.106,102,0.102,4,0.004
1000,101,0.101,94,0.094,7,0.007
1000,105,0.105,99,0.099,6,0.006
1000,94,0.094,84,0.084,10,0.01
1000,103,0.103,100,0.1,3,0.003
1000,103,0.103,100,0.1,3,0.003
1000,95,0.095,90,0.09,5,0.005
1000,102,0.102,97,0.097,5,0.005
1000,104,0.104,99,0.099,5,0.005
1000,104,0.104,102,0.102,2,0.002
1000,95,0.095,93,0.093,2,0.002
1000,88,0.088,81,0.081,7,0.007
1000,103,0.103,99,0.099,4,0.004
1000,107,0.107,102,0.102,5,0.005
