Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,138,0.138,102,0.102,36,0.036
1000,123,0.123,84,0.084,39,0.039
1000,131,0.131,90,0.09,41,0.041
1000,136,0.136,97,0.097,39,0.039
1000,128,0.128,97,0.097,31,0.031
1000,135,0.135,81,0.081,54,0.054
1000,94,0.094,71,0.071,23,0.023
1000,134,0.134,82,0.082,52,0.052
1000,137,0.137,95,0.095,42,0.042
1000,122,0.122,86,0.086,36,0.036
1000,106,0.106,89,0.089,17,0.017
1000,111,0.111,80,0.08,31,0.031
1000,111,0.111,102,0.102,9,0.009
1000,116,0.116,59,0.059,57,0.057
1000,144,0.144,96,0.096,48,0.048
1000,117,0.117,91,0.091,26,0.026
1000,99,0.099,99,0.099,0,0
1000,113,0.113,84,0.084,29,0.029
1000,129,0.129,92,0.092,37,0.037
1000,112,0.112,76,0.076,36,0.036
1000,121,0.121,98,0.098,23,0.023
1000,148,0.148,84,0.084,64,0.064
1000,134,0.134,106,0.106,28,0.028
1000,144,0.144,91,0.091,53,0.053
1000,126,0.126,98,0.098,28,0.028
1000,108,0.108,82,0.082,26,0.026
1000,101,0.101,88,0.088,13,0.013
1000,99,0.099,97,0.097,2,0.002
1000,144,0.144,77,0.077,67,0.067
1000,139,0.139,103,0.103,36,0.036
1000,97,0.097,94,0.094,3,0.003
1000,98,0.098,91,0.091,7,0.007
1000,99,0.099,95,0.095,4,0.004
1000,101,0.101,100,0.1,1,0.001
1000,109,0.109,106,0.106,3,0.003
1000,97,0.097,94,0.094,3,0.003
1000,109,0.109,102,0.102,7,0.007
1000,105,0.105,100,0.1,5,0.005
1000,109,0.109,105,0.105,4,0.004
1000,95,0.095,91,0.091,4,0.004
1000,92,0.092,88,0.088,4,0.004
1000,90,0.09,84,0.084,6,0.006
1000,112,0.112,107,0.107,5,0.005
1000,96,0.096,94,0.094,2,0.002
1000,98,0.098,96,0.096,2,0.002
1000,100,0.1,94,0.094,6,0.006
1000,103,0.103,101,0.101,2,0.002
1000,96,0.096,90,0.09,6,0.006
1000,83,0.083,82,0.082,1,0.001
1000,103,0.103,103,0.103,0,0
1000,108,0.108,106,0.106,2,0.002
1000,110,0.11,102,0.102,8,0.008
1000,114,0.114,108,0.108,6,0.006
1000,88,0.088,87,0.087,1,0.001
1000,99,0.099,93,0.093,6,0.006
1000,94,0.094,90,0.09,4,0.004
1000,94,0.094,91,0.091,3,0.003
1000,103,0.103,102,0.102,1,0.001
1000,106,0.106,98,0.098,8,0.008
1000,107,0.107,106,0.106,1,0.001
