Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,130,0.13,79,0.079,51,0.051
1000,143,0.143,100,0.1,43,0.043
1000,150,0.15,86,0.086,64,0.064
1000,133,0.133,75,0.075,58,0.058
1000,162,0.162,64,0.064,98,0.098
1000,132,0.132,72,0.072,60,0.06
1000,133,0.133,97,0.097,36,0.036
1000,139,0.139,90,0.09,49,0.049
1000,142,0.142,75,0.075,67,0.067
1000,148,0.148,77,0.077,71,0.071
1000,163,0.163,88,0.088,75,0.075
1000,138,0.138,67,0.067,71,0.071
1000,111,0.111,93,0.093,18,0.018
1000,118,0.118,72,0.072,46,0.046
1000,146,0.146,90,0.09,56,0.056
1000,127,0.127,71,0.071,56,0.056
1000,137,0.137,77,0.077,60,0.06
1000,122,0.122,80,0.08,42,0.042
1000,167,0.167,98,0.098,69,0.069
1000,138,0.138,106,0.106,32,0.032
1000,130,0.13,96,0.096,34,0.034
1000,158,0.158,70,0.07,88,0.088
1000,147,0.147,79,0.079,68,0.068
1000,142,0.142,89,0.089,53,0.053
1000,134,0.134,83,0.083,51,0.051
1000,132,0.132,105,0.105,27,0.027
1000,146,0.146,79,0.079,67,0.067
1000,140,0.14,67,0.067,73,0.073
1000,124,0.124,70,0.07,54,0.054
1000,124,0.124,46,0.046,78,0.078
1000,105,0.105,93,0.093,12,0.012
1000,107,0.107,101,0.101,6,0.006
1000,103,0.103,94,0.094,9,0.009
1000,96,0.096,88,0.088,8,0.008
1000,105,0.105,100,0.1,5,0.005
1000,115,0.115,106,0.106,9,0.009
1000,105,0.105,91,0.091,14,0.014
1000,102,0.102,95,0.095,7,0.007
1000,114,0.114,107,0.107,7,0.007
1000,111,0.111,99,0.099,12,0.012
1000,110,0.11,104,0.104,6,0.006
1000,80,0.08,73,0.073,7,0.007
1000,111,0.111,101,0.101,10,0.01
1000,104,0.104,98,0.098,6,0.006
1000,84,0.084,75,0.075,9,0.009
1000,87,0.087,76,0.076,11,0.011
1000,107,0.107,100,0.1,7,0.007
1000,107,0.107,99,0.099,8,0.008
1000,110,0.11,105,0.105,5,0.005
1000,112,0.112,103,0.103,9,0.009
1000,110,0.11,104,0.104,6,0.006
1000,93,0.093,83,0.083,10,0.01
1000,101,0.101,96,0.096,5,0.005
1000,108,0.108,100,0.1,8,0.008
1000,96,0.096,89,0.089,7,0.007
1000,96,0.096,88,0.088,8,0.008
1000,114,0.114,105,0.105,9,0.009
1000,110,0.11,99,0.099,11,0.011
1000,85,0.085,79,0.079,6,0.006
1000,97,0.097,82,0.082,15,0.015
