Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,81,0.09,75,0.0833333,6,0.00666667,4,02
900,85,0.0944444,73,0.0811111,12,0.0133333,11,02
900,87,0.0966667,76,0.0844444,11,0.0122222,8,01
900,78,0.0866667,70,0.0777778,8,0.00888889,2,02
900,74,0.0822222,68,0.0755556,6,0.00666667,5,04
900,78,0.0866667,68,0.0755556,10,0.0111111,4,04
900,86,0.0955556,78,0.0866667,8,0.00888889,6,03
900,71,0.0788889,66,0.0733333,5,0.00555556,7,03
900,59,0.0655556,50,0.0555556,9,0.01,15,02
900,88,0.0977778,75,0.0833333,13,0.0144444,7,03
900,74,0.0822222,63,0.07,11,0.0122222,0,01
900,87,0.0966667,77,0.0855556,10,0.0111111,7,01
900,81,0.09,74,0.0822222,7,0.00777778,9,02
900,72,0.08,64,0.0711111,8,0.00888889,1,03
900,84,0.0933333,75,0.0833333,9,0.01,7,02
900,93,0.103333,81,0.09,12,0.0133333,4,03
900,90,0.1,83,0.0922222,7,0.00777778,12,00
900,87,0.0966667,77,0.0855556,10,0.0111111,8,01
900,92,0.102222,83,0.0922222,9,0.01,8,00
900,90,0.1,83,0.0922222,7,0.00777778,3,03
900,66,0.0733333,56,0.0622222,10,0.0111111,5,03
900,72,0.08,65,0.0722222,7,0.00777778,13,01
900,86,0.0955556,77,0.0855556,9,0.01,9,06
900,85,0.0944444,75,0.0833333,10,0.0111111,11,01
900,81,0.09,75,0.0833333,6,0.00666667,6,01
900,92,0.102222,85,0.0944444,7,0.00777778,11,02
900,64,0.0711111,57,0.0633333,7,0.00777778,5,01
900,89,0.0988889,84,0.0933333,5,0.00555556,8,02
900,89,0.0988889,81,0.09,8,0.00888889,5,03
900,97,0.107778,88,0.0977778,9,0.01,9,02
900,92,0.102222,82,0.0911111,10,0.0111111,6,03
900,81,0.09,73,0.0811111,8,0.00888889,5,01
900,65,0.0722222,60,0.0666667,5,0.00555556,5,01
900,81,0.09,74,0.0822222,7,0.00777778,7,04
900,88,0.0977778,83,0.0922222,5,0.00555556,6,01
900,73,0.0811111,63,0.07,10,0.0111111,5,05
900,71,0.0788889,60,0.0666667,11,0.0122222,7,02
900,98,0.108889,91,0.101111,7,0.00777778,6,01
900,54,0.06,44,0.0488889,10,0.0111111,6,01
900,85,0.0944444,81,0.09,4,0.00444444,8,00
900,89,0.0988889,79,0.0877778,10,0.0111111,9,03
900,79,0.0877778,67,0.0744444,12,0.0133333,8,00
900,57,0.0633333,45,0.05,12,0.0133333,5,03
900,71,0.0788889,62,0.0688889,9,0.01,4,00
900,72,0.08,56,0.0622222,16,0.0177778,8,06
900,84,0.0933333,74,0.0822222,10,0.0111111,15,03
900,94,0.104444,87,0.0966667,7,0.00777778,7,03
900,58,0.0644444,45,0.05,13,0.0144444,4,04
900,83,0.0922222,77,0.0855556,6,0.00666667,7,01
900,54,0.06,46,0.0511111,8,0.00888889,4,02
900,84,0.0933333,76,0.0844444,8,0.00888889,10,02
900,72,0.08,62,0.0688889,10,0.0111111,5,01
900,97,0.107778,91,0.101111,6,0.00666667,8,01
900,55,0.0611111,43,0.0477778,12,0.0133333,5,03
900,72,0.08,66,0.0733333,6,0.00666667,8,03
900,84,0.0933333,76,0.0844444,8,0.00888889,8,01
900,75,0.0833333,65,0.0722222,10,0.0111111,13,04
900,91,0.101111,81,0.09,10,0.0111111,8,02
900,91,0.101111,82,0.0911111,9,0.01,9,01
900,53,0.0588889,45,0.05,8,0.00888889,7,03
