Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,118,0.118,106,0.106,12,0.012
1000,106,0.106,96,0.096,10,0.01
1000,119,0.119,105,0.105,14,0.014
1000,107,0.107,102,0.102,5,0.005
1000,110,0.11,97,0.097,13,0.013
1000,112,0.112,96,0.096,16,0.016
1000,110,0.11,100,0.1,10,0.01
1000,118,0.118,107,0.107,11,0.011
1000,120,0.12,98,0.098,22,0.022
1000,105,0.105,93,0.093,12,0.012
1000,110,0.11,99,0.099,11,0.011
1000,112,0.112,100,0.1,12,0.012
1000,91,0.091,66,0.066,25,0.025
1000,104,0.104,98,0.098,6,0.006
1000,110,0.11,100,0.1,10,0.01
1000,112,0.112,96,0.096,16,0.016
1000,108,0.108,97,0.097,11,0.011
1000,112,0.112,102,0.102,10,0.01
1000,115,0.115,96,0.096,19,0.019
1000,104,0.104,91,0.091,13,0.013
1000,116,0.116,105,0.105,11,0.011
1000,115,0.115,99,0.099,16,0.016
1000,94,0.094,71,0.071,23,0.023
1000,111,0.111,95,0.095,16,0.016
1000,116,0.116,104,0.104,12,0.012
1000,110,0.11,95,0.095,15,0.015
1000,106,0.106,96,0.096,10,0.01
1000,102,0.102,97,0.097,5,0.005
1000,111,0.111,98,0.098,13,0.013
1000,94,0.094,85,0.085,9,0.009
1000,112,0.112,103,0.103,9,0.009
1000,103,0.103,93,0.093,10,0.01
1000,117,0.117,101,0.101,16,0.016
1000,122,0.122,104,0.104,18,0.018
1000,105,0.105,98,0.098,7,0.007
1000,108,0.108,101,0.101,7,0.007
1000,113,0.113,103,0.103,10,0.01
1000,113,0.113,101,0.101,12,0.012
1000,111,0.111,98,0.098,13,0.013
1000,117,0.117,93,0.093,24,0.024
1000,99,0.099,87,0.087,12,0.012
1000,109,0.109,92,0.092,17,0.017
1000,116,0.116,105,0.105,11,0.011
1000,110,0.11,107,0.107,3,0.003
1000,106,0.106,94,0.094,12,0.012
1000,110,0.11,95,0.095,15,0.015
1000,111,0.111,101,0.101,10,0.01
1000,111,0.111,105,0.105,6,0.006
1000,115,0.115,103,0.103,12,0.012
1000,124,0.124,103,0.103,21,0.021
1000,103,0.103,93,0.093,10,0.01
1000,104,0.104,94,0.094,10,0.01
1000,113,0.113,93,0.093,20,0.02
1000,109,0.109,100,0.1,9,0.009
1000,113,0.113,105,0.105,8,0.008
1000,104,0.104,95,0.095,9,0.009
1000,103,0.103,90,0.09,13,0.013
1000,109,0.109,105,0.105,4,0.004
1000,104,0.104,97,0.097,7,0.007
1000,102,0.102,96,0.096,6,0.006
