Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,103,0.103,70,0.07,33,0.033
1000,127,0.127,92,0.092,35,0.035
1000,145,0.145,100,0.1,45,0.045
1000,162,0.162,100,0.1,62,0.062
1000,142,0.142,93,0.093,49,0.049
1000,147,0.147,100,0.1,47,0.047
1000,154,0.154,101,0.101,53,0.053
1000,137,0.137,92,0.092,45,0.045
1000,147,0.147,98,0.098,49,0.049
1000,116,0.116,95,0.095,21,0.021
1000,131,0.131,87,0.087,44,0.044
1000,129,0.129,95,0.095,34,0.034
1000,152,0.152,93,0.093,59,0.059
1000,144,0.144,98,0.098,46,0.046
1000,140,0.14,90,0.09,50,0.05
1000,147,0.147,97,0.097,50,0.05
1000,145,0.145,104,0.104,41,0.041
1000,143,0.143,96,0.096,47,0.047
1000,141,0.141,86,0.086,55,0.055
1000,112,0.112,84,0.084,28,0.028
1000,108,0.108,79,0.079,29,0.029
1000,110,0.11,68,0.068,42,0.042
1000,144,0.144,91,0.091,53,0.053
1000,119,0.119,73,0.073,46,0.046
1000,129,0.129,88,0.088,41,0.041
1000,156,0.156,104,0.104,52,0.052
1000,133,0.133,100,0.1,33,0.033
1000,142,0.142,92,0.092,50,0.05
1000,141,0.141,94,0.094,47,0.047
1000,155,0.155,99,0.099,56,0.056
1000,150,0.15,102,0.102,48,0.048
1000,143,0.143,94,0.094,49,0.049
1000,164,0.164,93,0.093,71,0.071
1000,134,0.134,93,0.093,41,0.041
1000,123,0.123,98,0.098,25,0.025
1000,63,0.063,31,0.031,32,0.032
1000,147,0.147,104,0.104,43,0.043
1000,143,0.143,102,0.102,41,0.041
1000,142,0.142,93,0.093,49,0.049
1000,143,0.143,96,0.096,47,0.047
1000,134,0.134,90,0.09,44,0.044
1000,149,0.149,99,0.099,50,0.05
1000,131,0.131,95,0.095,36,0.036
1000,141,0.141,96,0.096,45,0.045
1000,130,0.13,88,0.088,42,0.042
1000,128,0.128,83,0.083,45,0.045
1000,145,0.145,99,0.099,46,0.046
1000,139,0.139,89,0.089,50,0.05
1000,141,0.141,105,0.105,36,0.036
1000,130,0.13,85,0.085,45,0.045
1000,139,0.139,100,0.1,39,0.039
1000,115,0.115,90,0.09,25,0.025
1000,153,0.153,102,0.102,51,0.051
1000,140,0.14,100,0.1,40,0.04
1000,124,0.124,82,0.082,42,0.042
1000,142,0.142,104,0.104,38,0.038
1000,87,0.087,56,0.056,31,0.031
1000,123,0.123,96,0.096,27,0.027
1000,153,0.153,86,0.086,67,0.067
1000,138,0.138,100,0.1,38,0.038
