Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,72,0.072,43,0.043,29,0.029
1000,159,0.159,102,0.102,57,0.057
1000,180,0.18,90,0.09,90,0.09
1000,52,0.052,28,0.028,24,0.024
1000,177,0.177,96,0.096,81,0.081
1000,61,0.061,39,0.039,22,0.022
1000,54,0.054,29,0.029,25,0.025
1000,149,0.149,90,0.09,59,0.059
1000,186,0.186,99,0.099,87,0.087
1000,186,0.186,94,0.094,92,0.092
1000,51,0.051,17,0.017,34,0.034
1000,50,0.05,19,0.019,31,0.031
1000,157,0.157,96,0.096,61,0.061
1000,168,0.168,100,0.1,68,0.068
1000,163,0.163,101,0.101,62,0.062
1000,125,0.125,72,0.072,53,0.053
1000,155,0.155,94,0.094,61,0.061
1000,163,0.163,91,0.091,72,0.072
1000,183,0.183,93,0.093,90,0.09
1000,40,0.04,19,0.019,21,0.021
1000,178,0.178,98,0.098,80,0.08
1000,193,0.193,95,0.095,98,0.098
1000,152,0.152,100,0.1,52,0.052
1000,161,0.161,93,0.093,68,0.068
1000,148,0.148,92,0.092,56,0.056
1000,183,0.183,98,0.098,85,0.085
1000,158,0.158,99,0.099,59,0.059
1000,161,0.161,99,0.099,62,0.062
1000,167,0.167,99,0.099,68,0.068
1000,159,0.159,100,0.1,59,0.059
1000,50,0.05,18,0.018,32,0.032
1000,52,0.052,27,0.027,25,0.025
1000,153,0.153,100,0.1,53,0.053
1000,69,0.069,41,0.041,28,0.028
1000,56,0.056,30,0.03,26,0.026
1000,48,0.048,18,0.018,30,0.03
1000,92,0.092,64,0.064,28,0.028
1000,145,0.145,99,0.099,46,0.046
1000,58,0.058,35,0.035,23,0.023
1000,153,0.153,99,0.099,54,0.054
1000,85,0.085,47,0.047,38,0.038
1000,95,0.095,64,0.064,31,0.031
1000,45,0.045,20,0.02,25,0.025
1000,94,0.094,59,0.059,35,0.035
1000,54,0.054,33,0.033,21,0.021
1000,96,0.096,63,0.063,33,0.033
1000,105,0.105,71,0.071,34,0.034
1000,51,0.051,24,0.024,27,0.027
1000,146,0.146,101,0.101,45,0.045
1000,161,0.161,106,0.106,55,0.055
1000,44,0.044,22,0.022,22,0.022
1000,111,0.111,73,0.073,38,0.038
1000,48,0.048,16,0.016,32,0.032
1000,121,0.121,87,0.087,34,0.034
1000,47,0.047,17,0.017,30,0.03
1000,44,0.044,29,0.029,15,0.015
1000,42,0.042,16,0.016,26,0.026
1000,87,0.087,57,0.057,30,0.03
1000,60,0.06,21,0.021,39,0.039
1000,96,0.096,60,0.06,36,0.036
