Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,111,0.111,68,0.068,43,0.043
1000,169,0.169,90,0.09,79,0.079
1000,123,0.123,85,0.085,38,0.038
1000,153,0.153,101,0.101,52,0.052
1000,160,0.16,102,0.102,58,0.058
1000,144,0.144,99,0.099,45,0.045
1000,177,0.177,102,0.102,75,0.075
1000,141,0.141,94,0.094,47,0.047
1000,155,0.155,102,0.102,53,0.053
1000,174,0.174,95,0.095,79,0.079
1000,166,0.166,105,0.105,61,0.061
1000,154,0.154,98,0.098,56,0.056
1000,153,0.153,97,0.097,56,0.056
1000,145,0.145,101,0.101,44,0.044
1000,160,0.16,102,0.102,58,0.058
1000,43,0.043,17,0.017,26,0.026
1000,150,0.15,100,0.1,50,0.05
1000,149,0.149,100,0.1,49,0.049
1000,155,0.155,100,0.1,55,0.055
1000,151,0.151,97,0.097,54,0.054
1000,182,0.182,98,0.098,84,0.084
1000,50,0.05,28,0.028,22,0.022
1000,167,0.167,90,0.09,77,0.077
1000,166,0.166,99,0.099,67,0.067
1000,145,0.145,100,0.1,45,0.045
1000,139,0.139,102,0.102,37,0.037
1000,149,0.149,100,0.1,49,0.049
1000,151,0.151,101,0.101,50,0.05
1000,133,0.133,97,0.097,36,0.036
1000,44,0.044,20,0.02,24,0.024
1000,144,0.144,107,0.107,37,0.037
1000,55,0.055,38,0.038,17,0.017
1000,106,0.106,84,0.084,22,0.022
1000,138,0.138,101,0.101,37,0.037
1000,143,0.143,102,0.102,41,0.041
1000,72,0.072,50,0.05,22,0.022
1000,45,0.045,20,0.02,25,0.025
1000,51,0.051,24,0.024,27,0.027
1000,41,0.041,19,0.019,22,0.022
1000,128,0.128,95,0.095,33,0.033
1000,129,0.129,93,0.093,36,0.036
1000,48,0.048,19,0.019,29,0.029
1000,74,0.074,49,0.049,25,0.025
1000,50,0.05,27,0.027,23,0.023
1000,43,0.043,21,0.021,22,0.022
1000,132,0.132,100,0.1,32,0.032
1000,162,0.162,98,0.098,64,0.064
1000,119,0.119,79,0.079,40,0.04
1000,135,0.135,100,0.1,35,0.035
1000,53,0.053,33,0.033,20,0.02
1000,132,0.132,103,0.103,29,0.029
1000,154,0.154,100,0.1,54,0.054
1000,154,0.154,101,0.101,53,0.053
1000,99,0.099,73,0.073,26,0.026
1000,145,0.145,102,0.102,43,0.043
1000,151,0.151,102,0.102,49,0.049
1000,46,0.046,19,0.019,27,0.027
1000,86,0.086,44,0.044,42,0.042
1000,121,0.121,89,0.089,32,0.032
1000,69,0.069,47,0.047,22,0.022
