Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,162,0.162,90,0.09,72,0.072
1000,150,0.15,96,0.096,54,0.054
1000,135,0.135,89,0.089,46,0.046
1000,150,0.15,97,0.097,53,0.053
1000,160,0.16,95,0.095,65,0.065
1000,83,0.083,47,0.047,36,0.036
1000,113,0.113,86,0.086,27,0.027
1000,146,0.146,100,0.1,46,0.046
1000,163,0.163,96,0.096,67,0.067
1000,148,0.148,86,0.086,62,0.062
1000,144,0.144,99,0.099,45,0.045
1000,164,0.164,94,0.094,70,0.07
1000,117,0.117,94,0.094,23,0.023
1000,158,0.158,93,0.093,65,0.065
1000,142,0.142,93,0.093,49,0.049
1000,155,0.155,94,0.094,61,0.061
1000,137,0.137,83,0.083,54,0.054
1000,155,0.155,100,0.1,55,0.055
1000,144,0.144,101,0.101,43,0.043
1000,138,0.138,82,0.082,56,0.056
1000,160,0.16,92,0.092,68,0.068
1000,160,0.16,101,0.101,59,0.059
1000,150,0.15,104,0.104,46,0.046
1000,159,0.159,91,0.091,68,0.068
1000,151,0.151,103,0.103,48,0.048
1000,120,0.12,92,0.092,28,0.028
1000,138,0.138,94,0.094,44,0.044
1000,151,0.151,104,0.104,47,0.047
1000,161,0.161,97,0.097,64,0.064
1000,159,0.159,94,0.094,65,0.065
1000,157,0.157,104,0.104,53,0.053
1000,145,0.145,83,0.083,62,0.062
1000,174,0.174,93,0.093,81,0.081
1000,144,0.144,101,0.101,43,0.043
1000,155,0.155,100,0.1,55,0.055
1000,149,0.149,97,0.097,52,0.052
1000,160,0.16,91,0.091,69,0.069
1000,152,0.152,103,0.103,49,0.049
1000,142,0.142,81,0.081,61,0.061
1000,156,0.156,105,0.105,51,0.051
1000,73,0.073,44,0.044,29,0.029
1000,160,0.16,94,0.094,66,0.066
1000,150,0.15,95,0.095,55,0.055
1000,154,0.154,97,0.097,57,0.057
1000,155,0.155,90,0.09,65,0.065
1000,158,0.158,95,0.095,63,0.063
1000,152,0.152,85,0.085,67,0.067
1000,150,0.15,98,0.098,52,0.052
1000,140,0.14,89,0.089,51,0.051
1000,148,0.148,89,0.089,59,0.059
1000,156,0.156,88,0.088,68,0.068
1000,142,0.142,88,0.088,54,0.054
1000,144,0.144,100,0.1,44,0.044
1000,145,0.145,97,0.097,48,0.048
1000,159,0.159,94,0.094,65,0.065
1000,159,0.159,103,0.103,56,0.056
1000,157,0.157,96,0.096,61,0.061
1000,157,0.157,95,0.095,62,0.062
1000,130,0.13,74,0.074,56,0.056
1000,157,0.157,99,0.099,58,0.058
