Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,94,0.104444,85,0.0944444,9,0.01,10,0
900,62,0.0688889,46,0.0511111,16,0.0177778,6,0
900,76,0.0844444,69,0.0766667,7,0.00777778,7,0
900,66,0.0733333,56,0.0622222,10,0.0111111,7,0
900,85,0.0944444,76,0.0844444,9,0.01,7,0
900,85,0.0944444,69,0.0766667,16,0.0177778,6,0
900,88,0.0977778,79,0.0877778,9,0.01,5,0
900,86,0.0955556,74,0.0822222,12,0.0133333,4,0
900,73,0.0811111,61,0.0677778,12,0.0133333,7,0
900,87,0.0966667,75,0.0833333,12,0.0133333,7,0
900,91,0.101111,83,0.0922222,8,0.00888889,10,0
900,81,0.09,73,0.0811111,8,0.00888889,14,0
900,89,0.0988889,76,0.0844444,13,0.0144444,10,0
900,94,0.104444,82,0.0911111,12,0.0133333,14,0
900,83,0.0922222,71,0.0788889,12,0.0133333,8,0
900,83,0.0922222,75,0.0833333,8,0.00888889,5,0
900,71,0.0788889,57,0.0633333,14,0.0155556,4,0
900,84,0.0933333,75,0.0833333,9,0.01,9,0
900,81,0.09,72,0.08,9,0.01,6,0
900,68,0.0755556,58,0.0644444,10,0.0111111,8,0
900,76,0.0844444,70,0.0777778,6,0.00666667,10,0
900,65,0.0722222,54,0.06,11,0.0122222,6,0
900,67,0.0744444,55,0.0611111,12,0.0133333,6,0
900,85,0.0944444,70,0.0777778,15,0.0166667,7,0
900,83,0.0922222,71,0.0788889,12,0.0133333,7,0
900,89,0.0988889,78,0.0866667,11,0.0122222,2,0
900,79,0.0877778,70,0.0777778,9,0.01,5,0
900,98,0.108889,88,0.0977778,10,0.0111111,4,0
900,75,0.0833333,69,0.0766667,6,0.00666667,9,0
900,91,0.101111,84,0.0933333,7,0.00777778,8,0
900,66,0.0733333,55,0.0611111,11,0.0122222,5,0
900,82,0.0911111,74,0.0822222,8,0.00888889,6,0
900,103,0.114444,92,0.102222,11,0.0122222,12,0
900,83,0.0922222,71,0.0788889,12,0.0133333,3,0
900,67,0.0744444,56,0.0622222,11,0.0122222,8,0
900,85,0.0944444,69,0.0766667,16,0.0177778,7,0
900,67,0.0744444,61,0.0677778,6,0.00666667,10,0
900,87,0.0966667,77,0.0855556,10,0.0111111,10,0
900,82,0.0911111,70,0.0777778,12,0.0133333,5,0
900,77,0.0855556,69,0.0766667,8,0.00888889,8,0
900,87,0.0966667,80,0.0888889,7,0.00777778,7,0
900,83,0.0922222,75,0.0833333,8,0.00888889,6,0
900,77,0.0855556,68,0.0755556,9,0.01,7,0
900,76,0.0844444,66,0.0733333,10,0.0111111,3,0
900,87,0.0966667,81,0.09,6,0.00666667,11,0
900,78,0.0866667,71,0.0788889,7,0.00777778,7,0
900,96,0.106667,87,0.0966667,9,0.01,4,0
900,79,0.0877778,71,0.0788889,8,0.00888889,6,0
900,91,0.101111,78,0.0866667,13,0.0144444,7,0
900,76,0.0844444,66,0.0733333,10,0.0111111,6,0
900,96,0.106667,79,0.0877778,17,0.0188889,7,0
900,100,0.111111,91,0.101111,9,0.01,8,0
900,70,0.0777778,60,0.0666667,10,0.0111111,5,0
900,68,0.0755556,60,0.0666667,8,0.00888889,10,0
900,94,0.104444,87,0.0966667,7,0.00777778,8,0
900,70,0.0777778,59,0.0655556,11,0.0122222,8,0
900,92,0.102222,78,0.0866667,14,0.0155556,2,0
900,74,0.0822222,63,0.07,11,0.0122222,4,0
900,92,0.102222,83,0.0922222,9,0.01,9,0
900,96,0.106667,85,0.0944444,11,0.0122222,8,0
