Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,66,0.0733333,56,0.0622222,10,0.0111111,5,0
900,86,0.0955556,78,0.0866667,8,0.00888889,8,0
900,86,0.0955556,80,0.0888889,6,0.00666667,9,0
900,76,0.0844444,64,0.0711111,12,0.0133333,6,0
900,102,0.113333,93,0.103333,9,0.01,14,0
900,93,0.103333,85,0.0944444,8,0.00888889,2,0
900,81,0.09,74,0.0822222,7,0.00777778,9,0
900,74,0.0822222,66,0.0733333,8,0.00888889,6,0
900,69,0.0766667,59,0.0655556,10,0.0111111,7,0
900,90,0.1,87,0.0966667,3,0.00333333,9,0
900,68,0.0755556,59,0.0655556,9,0.01,5,0
900,79,0.0877778,73,0.0811111,6,0.00666667,9,0
900,87,0.0966667,78,0.0866667,9,0.01,10,0
900,79,0.0877778,72,0.08,7,0.00777778,8,0
900,83,0.0922222,71,0.0788889,12,0.0133333,5,0
900,70,0.0777778,61,0.0677778,9,0.01,5,0
900,101,0.112222,91,0.101111,10,0.0111111,6,0
900,86,0.0955556,74,0.0822222,12,0.0133333,4,0
900,90,0.1,84,0.0933333,6,0.00666667,4,0
900,76,0.0844444,69,0.0766667,7,0.00777778,9,0
900,76,0.0844444,65,0.0722222,11,0.0122222,10,0
900,98,0.108889,93,0.103333,5,0.00555556,15,0
900,84,0.0933333,76,0.0844444,8,0.00888889,3,0
900,75,0.0833333,66,0.0733333,9,0.01,8,0
900,93,0.103333,84,0.0933333,9,0.01,6,0
900,89,0.0988889,82,0.0911111,7,0.00777778,4,0
900,76,0.0844444,70,0.0777778,6,0.00666667,8,0
900,66,0.0733333,57,0.0633333,9,0.01,4,0
900,81,0.09,74,0.0822222,7,0.00777778,7,0
900,61,0.0677778,52,0.0577778,9,0.01,4,0
900,75,0.0833333,65,0.0722222,10,0.0111111,8,0
900,89,0.0988889,81,0.09,8,0.00888889,5,0
900,97,0.107778,89,0.0988889,8,0.00888889,6,0
900,62,0.0688889,51,0.0566667,11,0.0122222,5,0
900,77,0.0855556,66,0.0733333,11,0.0122222,4,0
900,89,0.0988889,82,0.0911111,7,0.00777778,3,0
900,73,0.0811111,68,0.0755556,5,0.00555556,6,0
900,88,0.0977778,75,0.0833333,13,0.0144444,8,0
900,93,0.103333,83,0.0922222,10,0.0111111,10,0
900,77,0.0855556,67,0.0744444,10,0.0111111,12,0
900,78,0.0866667,69,0.0766667,9,0.01,9,0
900,92,0.102222,83,0.0922222,9,0.01,5,0
900,88,0.0977778,78,0.0866667,10,0.0111111,9,0
900,87,0.0966667,78,0.0866667,9,0.01,6,0
900,82,0.0911111,77,0.0855556,5,0.00555556,7,0
900,79,0.0877778,67,0.0744444,12,0.0133333,7,0
900,87,0.0966667,76,0.0844444,11,0.0122222,4,0
900,93,0.103333,84,0.0933333,9,0.01,7,0
900,76,0.0844444,69,0.0766667,7,0.00777778,6,0
900,84,0.0933333,69,0.0766667,15,0.0166667,3,0
900,88,0.0977778,78,0.0866667,10,0.0111111,8,0
900,75,0.0833333,66,0.0733333,9,0.01,2,0
900,65,0.0722222,53,0.0588889,12,0.0133333,3,0
900,88,0.0977778,79,0.0877778,9,0.01,6,0
900,80,0.0888889,71,0.0788889,9,0.01,11,0
900,63,0.07,49,0.0544444,14,0.0155556,5,0
900,92,0.102222,84,0.0933333,8,0.00888889,7,0
900,84,0.0933333,77,0.0855556,7,0.00777778,7,0
900,74,0.0822222,63,0.07,11,0.0122222,2,0
900,91,0.101111,83,0.0922222,8,0.00888889,13,0
