Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,106,0.117778,62,0.0688889,44,0.0488889,10,16
900,79,0.0877778,44,0.0488889,35,0.0388889,5,12
900,111,0.123333,62,0.0688889,49,0.0544444,8,16
900,95,0.105556,48,0.0533333,47,0.0522222,2,16
900,83,0.0922222,48,0.0533333,35,0.0388889,8,10
900,107,0.118889,48,0.0533333,59,0.0655556,8,22
900,98,0.108889,52,0.0577778,46,0.0511111,9,11
900,91,0.101111,58,0.0644444,33,0.0366667,9,9
900,110,0.122222,44,0.0488889,66,0.0733333,7,21
900,120,0.133333,70,0.0777778,50,0.0555556,3,15
900,107,0.118889,55,0.0611111,52,0.0577778,3,18
900,112,0.124444,76,0.0844444,36,0.04,5,14
900,105,0.116667,31,0.0344444,74,0.0822222,3,32
900,116,0.128889,47,0.0522222,69,0.0766667,4,33
900,105,0.116667,62,0.0688889,43,0.0477778,7,18
900,75,0.0833333,34,0.0377778,41,0.0455556,2,13
900,107,0.118889,37,0.0411111,70,0.0777778,3,21
900,106,0.117778,51,0.0566667,55,0.0611111,10,20
900,89,0.0988889,53,0.0588889,36,0.04,6,11
900,115,0.127778,37,0.0411111,78,0.0866667,5,35
900,74,0.0822222,44,0.0488889,30,0.0333333,4,4
900,81,0.09,33,0.0366667,48,0.0533333,1,9
900,74,0.0822222,64,0.0711111,10,0.0111111,12,0
900,108,0.12,61,0.0677778,47,0.0522222,6,21
900,125,0.138889,76,0.0844444,49,0.0544444,8,21
900,75,0.0833333,25,0.0277778,50,0.0555556,2,24
900,75,0.0833333,37,0.0411111,38,0.0422222,4,8
900,94,0.104444,59,0.0655556,35,0.0388889,7,10
900,91,0.101111,40,0.0444444,51,0.0566667,6,15
900,104,0.115556,51,0.0566667,53,0.0588889,9,17
900,98,0.108889,41,0.0455556,57,0.0633333,4,16
900,98,0.108889,60,0.0666667,38,0.0422222,5,9
900,106,0.117778,51,0.0566667,55,0.0611111,5,24
900,94,0.104444,33,0.0366667,61,0.0677778,1,23
900,91,0.101111,36,0.04,55,0.0611111,3,29
900,88,0.0977778,28,0.0311111,60,0.0666667,4,24
900,84,0.0933333,33,0.0366667,51,0.0566667,3,21
900,99,0.11,71,0.0788889,28,0.0311111,7,4
900,99,0.11,38,0.0422222,61,0.0677778,4,22
900,86,0.0955556,47,0.0522222,39,0.0433333,5,16
900,107,0.118889,62,0.0688889,45,0.05,8,17
900,109,0.121111,51,0.0566667,58,0.0644444,7,24
900,76,0.0844444,37,0.0411111,39,0.0433333,5,13
900,98,0.108889,63,0.07,35,0.0388889,8,10
900,100,0.111111,62,0.0688889,38,0.0422222,8,14
900,97,0.107778,52,0.0577778,45,0.05,10,11
900,102,0.113333,60,0.0666667,42,0.0466667,9,15
900,71,0.0788889,33,0.0366667,38,0.0422222,1,8
900,116,0.128889,55,0.0611111,61,0.0677778,9,26
900,115,0.127778,77,0.0855556,38,0.0422222,9,14
900,94,0.104444,47,0.0522222,47,0.0522222,5,16
900,68,0.0755556,33,0.0366667,35,0.0388889,10,16
900,100,0.111111,58,0.0644444,42,0.0466667,8,14
900,112,0.124444,57,0.0633333,55,0.0611111,12,22
900,104,0.115556,53,0.0588889,51,0.0566667,9,20
900,112,0.124444,58,0.0644444,54,0.06,5,25
900,86,0.0955556,52,0.0577778,34,0.0377778,5,9
900,97,0.107778,76,0.0844444,21,0.0233333,7,7
900,94,0.104444,35,0.0388889,59,0.0655556,4,21
900,119,0.132222,79,0.0877778,40,0.0444444,13,16
