Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,104,0.104,81,0.081,23,0.023,0,0
1000,116,0.116,95,0.095,21,0.021,0,0
1000,116,0.116,99,0.099,17,0.017,0,0
1000,112,0.112,91,0.091,21,0.021,0,0
1000,113,0.113,96,0.096,17,0.017,0,0
1000,102,0.102,87,0.087,15,0.015,0,0
1000,114,0.114,95,0.095,19,0.019,0,0
1000,106,0.106,90,0.09,16,0.016,0,0
1000,113,0.113,94,0.094,19,0.019,0,0
1000,100,0.1,77,0.077,23,0.023,0,0
1000,103,0.103,89,0.089,14,0.014,0,0
1000,105,0.105,89,0.089,16,0.016,0,0
1000,116,0.116,97,0.097,19,0.019,0,0
1000,97,0.097,77,0.077,20,0.02,0,0
1000,108,0.108,91,0.091,17,0.017,0,0
1000,111,0.111,92,0.092,19,0.019,0,0
1000,98,0.098,80,0.08,18,0.018,0,0
1000,95,0.095,75,0.075,20,0.02,0,0
1000,104,0.104,89,0.089,15,0.015,0,0
1000,113,0.113,97,0.097,16,0.016,0,0
1000,92,0.092,76,0.076,16,0.016,0,0
1000,95,0.095,79,0.079,16,0.016,0,0
1000,118,0.118,103,0.103,15,0.015,0,0
1000,100,0.1,83,0.083,17,0.017,0,0
1000,98,0.098,79,0.079,19,0.019,0,0
1000,105,0.105,86,0.086,19,0.019,0,0
1000,103,0.103,86,0.086,17,0.017,1,0
1000,99,0.099,81,0.081,18,0.018,0,0
1000,114,0.114,100,0.1,14,0.014,0,0
1000,108,0.108,87,0.087,21,0.021,0,0
