Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,113,0.113,92,0.092,21,0.021,7,0
1000,92,0.092,77,0.077,15,0.015,6,0
1000,85,0.085,63,0.063,22,0.022,5,0
1000,101,0.101,84,0.084,17,0.017,5,0
1000,109,0.109,96,0.096,13,0.013,13,0
1000,91,0.091,76,0.076,15,0.015,9,0
1000,94,0.094,79,0.079,15,0.015,6,0
1000,95,0.095,80,0.08,15,0.015,9,0
1000,112,0.112,93,0.093,19,0.019,6,0
1000,93,0.093,78,0.078,15,0.015,5,0
1000,110,0.11,100,0.1,10,0.01,5,0
1000,113,0.113,96,0.096,17,0.017,5,0
1000,96,0.096,80,0.08,16,0.016,3,0
1000,91,0.091,74,0.074,17,0.017,7,0
1000,115,0.115,103,0.103,12,0.012,7,0
1000,83,0.083,65,0.065,18,0.018,6,0
1000,91,0.091,73,0.073,18,0.018,7,0
1000,94,0.094,82,0.082,12,0.012,7,0
1000,100,0.1,88,0.088,12,0.012,6,0
1000,110,0.11,95,0.095,15,0.015,6,0
1000,111,0.111,97,0.097,14,0.014,10,0
1000,106,0.106,91,0.091,15,0.015,5,0
1000,94,0.094,80,0.08,14,0.014,5,0
1000,89,0.089,67,0.067,22,0.022,4,0
1000,98,0.098,82,0.082,16,0.016,7,0
1000,86,0.086,70,0.07,16,0.016,5,0
1000,104,0.104,91,0.091,13,0.013,6,0
1000,93,0.093,79,0.079,14,0.014,3,0
1000,107,0.107,90,0.09,17,0.017,9,0
1000,111,0.111,97,0.097,14,0.014,7,0
