Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,85,0.085,81,0.081,4,0.004,9,0
1000,86,0.086,83,0.083,3,0.003,8,0
1000,102,0.102,100,0.1,2,0.002,10,0
1000,103,0.103,100,0.1,3,0.003,5,0
1000,112,0.112,106,0.106,6,0.006,8,0
1000,99,0.099,96,0.096,3,0.003,8,0
1000,95,0.095,89,0.089,6,0.006,2,0
1000,101,0.101,97,0.097,4,0.004,2,0
1000,99,0.099,94,0.094,5,0.005,5,0
1000,93,0.093,89,0.089,4,0.004,3,0
1000,99,0.099,97,0.097,2,0.002,8,0
1000,108,0.108,103,0.103,5,0.005,4,0
1000,108,0.108,101,0.101,7,0.007,13,0
1000,111,0.111,106,0.106,5,0.005,6,0
1000,101,0.101,93,0.093,8,0.008,7,0
1000,107,0.107,100,0.1,7,0.007,14,0
1000,113,0.113,108,0.108,5,0.005,6,0
1000,105,0.105,103,0.103,2,0.002,11,0
1000,92,0.092,85,0.085,7,0.007,2,0
1000,105,0.105,103,0.103,2,0.002,6,0
1000,97,0.097,90,0.09,7,0.007,6,0
1000,84,0.084,77,0.077,7,0.007,1,0
1000,94,0.094,91,0.091,3,0.003,4,0
1000,107,0.107,104,0.104,3,0.003,22,0
1000,97,0.097,93,0.093,4,0.004,6,0
1000,97,0.097,93,0.093,4,0.004,4,0
1000,96,0.096,90,0.09,6,0.006,7,0
1000,92,0.092,84,0.084,8,0.008,4,0
1000,106,0.106,101,0.101,5,0.005,8,0
1000,97,0.097,92,0.092,5,0.005,8,0
