Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,136,0.136,61,0.061,75,0.075,2,25
1000,103,0.103,43,0.043,60,0.06,6,25
1000,112,0.112,78,0.078,34,0.034,11,10
1000,150,0.15,73,0.073,77,0.077,5,33
1000,126,0.126,65,0.065,61,0.061,5,19
1000,70,0.07,34,0.034,36,0.036,3,18
1000,118,0.118,55,0.055,63,0.063,2,26
1000,125,0.125,102,0.102,23,0.023,9,6
1000,105,0.105,51,0.051,54,0.054,9,16
1000,129,0.129,78,0.078,51,0.051,12,15
1000,156,0.156,98,0.098,58,0.058,5,24
1000,164,0.164,74,0.074,90,0.09,11,37
1000,131,0.131,92,0.092,39,0.039,9,13
1000,96,0.096,62,0.062,34,0.034,10,16
1000,175,0.175,98,0.098,77,0.077,10,20
1000,126,0.126,70,0.07,56,0.056,6,20
1000,123,0.123,65,0.065,58,0.058,4,21
1000,121,0.121,50,0.05,71,0.071,4,27
1000,105,0.105,51,0.051,54,0.054,3,22
1000,118,0.118,55,0.055,63,0.063,5,14
1000,156,0.156,84,0.084,72,0.072,6,34
1000,129,0.129,86,0.086,43,0.043,10,16
1000,135,0.135,72,0.072,63,0.063,7,22
1000,108,0.108,65,0.065,43,0.043,6,19
1000,116,0.116,49,0.049,67,0.067,5,26
1000,89,0.089,62,0.062,27,0.027,7,9
1000,130,0.13,43,0.043,87,0.087,6,25
1000,105,0.105,47,0.047,58,0.058,7,18
1000,109,0.109,34,0.034,75,0.075,4,25
1000,100,0.1,64,0.064,36,0.036,6,5
