Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,142,0.142,97,0.097,45,0.045,0,1
1000,146,0.146,106,0.106,40,0.04,0,2
1000,140,0.14,102,0.102,38,0.038,0,1
1000,142,0.142,97,0.097,45,0.045,0,0
1000,40,0.04,21,0.021,19,0.019,0,2
1000,45,0.045,27,0.027,18,0.018,0,4
1000,148,0.148,102,0.102,46,0.046,0,1
1000,146,0.146,105,0.105,41,0.041,0,0
1000,116,0.116,79,0.079,37,0.037,0,1
1000,54,0.054,31,0.031,23,0.023,0,5
1000,51,0.051,21,0.021,30,0.03,0,9
1000,61,0.061,37,0.037,24,0.024,0,1
1000,142,0.142,97,0.097,45,0.045,0,0
1000,90,0.09,61,0.061,29,0.029,0,3
1000,121,0.121,96,0.096,25,0.025,0,1
1000,142,0.142,105,0.105,37,0.037,0,0
1000,129,0.129,105,0.105,24,0.024,0,0
1000,64,0.064,45,0.045,19,0.019,0,1
1000,150,0.15,97,0.097,53,0.053,0,1
1000,42,0.042,25,0.025,17,0.017,0,8
1000,139,0.139,101,0.101,38,0.038,0,2
1000,127,0.127,77,0.077,50,0.05,0,3
1000,36,0.036,19,0.019,17,0.017,0,1
1000,131,0.131,89,0.089,42,0.042,0,1
1000,124,0.124,92,0.092,32,0.032,0,1
1000,45,0.045,21,0.021,24,0.024,0,10
1000,140,0.14,94,0.094,46,0.046,0,4
1000,44,0.044,21,0.021,23,0.023,0,8
1000,76,0.076,52,0.052,24,0.024,0,2
1000,96,0.096,68,0.068,28,0.028,1,1
