Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,122,0.122,102,0.102,20,0.02,0,0
1000,117,0.117,103,0.103,14,0.014,0,0
1000,119,0.119,103,0.103,16,0.016,0,0
1000,104,0.104,91,0.091,13,0.013,0,1
1000,115,0.115,98,0.098,17,0.017,0,0
1000,122,0.122,104,0.104,18,0.018,0,1
1000,120,0.12,103,0.103,17,0.017,0,0
1000,116,0.116,92,0.092,24,0.024,1,2
1000,109,0.109,98,0.098,11,0.011,0,0
1000,127,0.127,96,0.096,31,0.031,0,2
1000,114,0.114,106,0.106,8,0.008,0,0
1000,108,0.108,82,0.082,26,0.026,0,1
1000,107,0.107,92,0.092,15,0.015,0,0
1000,112,0.112,100,0.1,12,0.012,0,0
1000,118,0.118,98,0.098,20,0.02,0,1
1000,123,0.123,99,0.099,24,0.024,0,1
1000,119,0.119,97,0.097,22,0.022,0,0
1000,113,0.113,98,0.098,15,0.015,0,0
1000,129,0.129,105,0.105,24,0.024,0,1
1000,123,0.123,92,0.092,31,0.031,0,5
1000,119,0.119,101,0.101,18,0.018,0,0
1000,107,0.107,96,0.096,11,0.011,0,0
1000,122,0.122,81,0.081,41,0.041,0,3
1000,101,0.101,71,0.071,30,0.03,0,7
1000,114,0.114,94,0.094,20,0.02,0,0
1000,118,0.118,105,0.105,13,0.013,0,0
1000,116,0.116,91,0.091,25,0.025,0,1
1000,111,0.111,102,0.102,9,0.009,0,1
1000,84,0.084,55,0.055,29,0.029,0,10
1000,125,0.125,94,0.094,31,0.031,0,2
