Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,126,0.126,105,0.105,21,0.021,0,0
1000,133,0.133,105,0.105,28,0.028,0,0
1000,55,0.055,39,0.039,16,0.016,0,3
1000,121,0.121,106,0.106,15,0.015,0,0
1000,129,0.129,106,0.106,23,0.023,0,0
1000,111,0.111,80,0.08,31,0.031,0,4
1000,126,0.126,107,0.107,19,0.019,0,0
1000,128,0.128,105,0.105,23,0.023,0,0
1000,45,0.045,28,0.028,17,0.017,0,4
1000,42,0.042,12,0.012,30,0.03,0,7
1000,43,0.043,21,0.021,22,0.022,0,4
1000,130,0.13,99,0.099,31,0.031,0,1
1000,121,0.121,105,0.105,16,0.016,0,0
1000,124,0.124,104,0.104,20,0.02,0,0
1000,121,0.121,103,0.103,18,0.018,0,0
1000,118,0.118,103,0.103,15,0.015,0,1
1000,129,0.129,101,0.101,28,0.028,0,1
1000,119,0.119,105,0.105,14,0.014,0,0
1000,123,0.123,105,0.105,18,0.018,0,0
1000,49,0.049,25,0.025,24,0.024,0,6
1000,74,0.074,57,0.057,17,0.017,0,1
1000,122,0.122,104,0.104,18,0.018,0,0
1000,37,0.037,17,0.017,20,0.02,0,4
1000,42,0.042,22,0.022,20,0.02,0,6
1000,123,0.123,104,0.104,19,0.019,0,1
1000,119,0.119,102,0.102,17,0.017,0,0
1000,45,0.045,23,0.023,22,0.022,0,8
1000,123,0.123,105,0.105,18,0.018,0,1
1000,122,0.122,102,0.102,20,0.02,0,0
1000,123,0.123,104,0.104,19,0.019,0,0
