Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,129,0.129,71,0.071,58,0.058,10,17
1000,126,0.126,82,0.082,44,0.044,10,13
1000,108,0.108,80,0.08,28,0.028,4,9
1000,124,0.124,81,0.081,43,0.043,4,10
1000,124,0.124,84,0.084,40,0.04,6,15
1000,130,0.13,82,0.082,48,0.048,3,22
1000,111,0.111,80,0.08,31,0.031,12,12
1000,111,0.111,81,0.081,30,0.03,6,12
1000,109,0.109,80,0.08,29,0.029,8,8
1000,112,0.112,74,0.074,38,0.038,8,11
1000,134,0.134,74,0.074,60,0.06,6,20
1000,114,0.114,85,0.085,29,0.029,9,5
1000,143,0.143,94,0.094,49,0.049,6,16
1000,122,0.122,77,0.077,45,0.045,5,16
1000,141,0.141,74,0.074,67,0.067,5,20
1000,109,0.109,73,0.073,36,0.036,8,10
1000,100,0.1,58,0.058,42,0.042,7,11
1000,130,0.13,90,0.09,40,0.04,4,12
1000,105,0.105,63,0.063,42,0.042,6,14
1000,140,0.14,89,0.089,51,0.051,11,17
1000,122,0.122,86,0.086,36,0.036,3,6
1000,118,0.118,98,0.098,20,0.02,11,6
1000,121,0.121,79,0.079,42,0.042,9,15
1000,120,0.12,82,0.082,38,0.038,5,12
1000,129,0.129,90,0.09,39,0.039,10,16
1000,99,0.099,64,0.064,35,0.035,4,9
1000,127,0.127,87,0.087,40,0.04,10,11
1000,134,0.134,94,0.094,40,0.04,5,13
1000,104,0.104,79,0.079,25,0.025,6,10
1000,121,0.121,82,0.082,39,0.039,9,17
