Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,96,0.096,96,0.096,0,0,1,0
1000,96,0.096,96,0.096,0,0,0,0
1000,104,0.104,104,0.104,0,0,0,0
1000,104,0.104,104,0.104,0,0,0,0
1000,92,0.092,92,0.092,0,0,0,0
1000,102,0.102,102,0.102,0,0,0,0
1000,94,0.094,94,0.094,0,0,0,0
1000,99,0.099,99,0.099,0,0,0,0
1000,98,0.098,98,0.098,0,0,1,0
1000,100,0.1,100,0.1,0,0,0,0
1000,99,0.099,99,0.099,0,0,0,0
1000,91,0.091,91,0.091,0,0,0,0
1000,97,0.097,97,0.097,0,0,1,0
1000,104,0.104,104,0.104,0,0,0,0
1000,104,0.104,104,0.104,0,0,0,0
1000,99,0.099,99,0.099,0,0,0,0
1000,101,0.101,101,0.101,0,0,0,0
1000,99,0.099,99,0.099,0,0,0,0
1000,104,0.104,104,0.104,0,0,0,0
1000,96,0.096,96,0.096,0,0,0,0
1000,87,0.087,87,0.087,0,0,0,0
1000,102,0.102,102,0.102,0,0,0,0
1000,101,0.101,101,0.101,0,0,0,0
1000,101,0.101,101,0.101,0,0,0,0
1000,102,0.102,102,0.102,0,0,0,0
1000,92,0.092,92,0.092,0,0,0,0
1000,106,0.106,106,0.106,0,0,0,0
1000,100,0.1,100,0.1,0,0,0,0
1000,98,0.098,98,0.098,0,0,0,0
1000,100,0.1,100,0.1,0,0,0,0
