Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,115,0.115,90,0.09,25,0.025,0,2
1000,87,0.087,58,0.058,29,0.029,1,8
1000,101,0.101,64,0.064,37,0.037,0,4
1000,117,0.117,99,0.099,18,0.018,0,0
1000,123,0.123,105,0.105,18,0.018,1,0
1000,107,0.107,69,0.069,38,0.038,0,1
1000,117,0.117,88,0.088,29,0.029,0,1
1000,140,0.14,101,0.101,39,0.039,0,1
1000,129,0.129,106,0.106,23,0.023,0,0
1000,128,0.128,91,0.091,37,0.037,0,2
1000,123,0.123,100,0.1,23,0.023,0,0
1000,126,0.126,89,0.089,37,0.037,0,2
1000,135,0.135,100,0.1,35,0.035,0,0
1000,125,0.125,88,0.088,37,0.037,0,1
1000,132,0.132,99,0.099,33,0.033,0,0
1000,107,0.107,96,0.096,11,0.011,0,0
1000,109,0.109,75,0.075,34,0.034,0,2
1000,75,0.075,43,0.043,32,0.032,0,10
1000,112,0.112,96,0.096,16,0.016,0,0
1000,118,0.118,98,0.098,20,0.02,0,0
1000,124,0.124,98,0.098,26,0.026,0,1
1000,119,0.119,100,0.1,19,0.019,0,0
1000,128,0.128,101,0.101,27,0.027,0,0
1000,131,0.131,101,0.101,30,0.03,0,0
1000,106,0.106,79,0.079,27,0.027,0,1
1000,117,0.117,80,0.08,37,0.037,0,8
1000,130,0.13,92,0.092,38,0.038,0,5
1000,132,0.132,104,0.104,28,0.028,0,0
1000,120,0.12,97,0.097,23,0.023,0,0
1000,122,0.122,95,0.095,27,0.027,0,0
