Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
1000,145,0.145,70,0.07,75,0.075,9,32
1000,96,0.096,56,0.056,40,0.04,5,16
1000,135,0.135,67,0.067,68,0.068,5,23
1000,112,0.112,68,0.068,44,0.044,4,17
1000,91,0.091,55,0.055,36,0.036,4,10
1000,157,0.157,87,0.087,70,0.07,11,21
1000,140,0.14,81,0.081,59,0.059,9,23
1000,135,0.135,68,0.068,67,0.067,2,19
1000,136,0.136,97,0.097,39,0.039,14,12
1000,117,0.117,68,0.068,49,0.049,13,13
1000,137,0.137,72,0.072,65,0.065,3,18
1000,157,0.157,70,0.07,87,0.087,14,26
1000,138,0.138,81,0.081,57,0.057,6,19
1000,120,0.12,56,0.056,64,0.064,10,26
1000,114,0.114,64,0.064,50,0.05,4,25
1000,126,0.126,68,0.068,58,0.058,11,26
1000,123,0.123,52,0.052,71,0.071,5,27
1000,95,0.095,55,0.055,40,0.04,10,16
1000,148,0.148,86,0.086,62,0.062,18,22
1000,134,0.134,83,0.083,51,0.051,8,13
1000,116,0.116,67,0.067,49,0.049,14,13
1000,138,0.138,61,0.061,77,0.077,2,26
1000,131,0.131,65,0.065,66,0.066,8,26
1000,135,0.135,65,0.065,70,0.07,8,28
1000,143,0.143,75,0.075,68,0.068,6,23
1000,116,0.116,85,0.085,31,0.031,6,11
1000,141,0.141,66,0.066,75,0.075,9,20
1000,136,0.136,50,0.05,86,0.086,4,34
1000,133,0.133,64,0.064,69,0.069,5,33
1000,155,0.155,70,0.07,85,0.085,8,39
