Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,125,0.125,125,0.125,0,0
1000,125,0.125,125,0.125,0,0
1000,121,0.121,121,0.121,0,0
1000,124,0.124,124,0.124,0,0
1000,121,0.121,121,0.121,0,0
1000,120,0.12,120,0.12,0,0
1000,123,0.123,123,0.123,0,0
1000,124,0.124,124,0.124,0,0
1000,120,0.12,120,0.12,0,0
1000,126,0.126,126,0.126,0,0
1000,120,0.12,120,0.12,0,0
1000,123,0.123,123,0.123,0,0
1000,126,0.126,126,0.126,0,0
1000,122,0.122,122,0.122,0,0
1000,122,0.122,122,0.122,0,0
957,127,0.132706,127,0.132706,0,0
1000,123,0.123,123,0.123,0,0
1000,122,0.122,122,0.122,0,0
1000,126,0.126,126,0.126,0,0
1000,123,0.123,123,0.123,0,0
1000,122,0.122,122,0.122,0,0
1000,122,0.122,122,0.122,0,0
1000,125,0.125,125,0.125,0,0
1000,120,0.12,120,0.12,0,0
1000,120,0.12,120,0.12,0,0
1000,124,0.124,124,0.124,0,0
1000,125,0.125,125,0.125,0,0
1000,122,0.122,122,0.122,0,0
1000,123,0.123,123,0.123,0,0
1000,125,0.125,125,0.125,0,0
1000,125,0.125,125,0.125,0,0
1000,125,0.125,125,0.125,0,0
998.5,126,0.126189,126,0.126189,0,0
1000,127,0.127,127,0.127,0,0
1000,126,0.126,126,0.126,0,0
1000,125,0.125,125,0.125,0,0
1000,120,0.12,120,0.12,0,0
1000,120,0.12,120,0.12,0,0
1000,123,0.123,123,0.123,0,0
1000,122,0.122,122,0.122,0,0
1000,121,0.121,121,0.121,0,0
1000,120,0.12,120,0.12,0,0
1000,122,0.122,122,0.122,0,0
1000,122,0.122,122,0.122,0,0
1000,125,0.125,125,0.125,0,0
1000,124,0.124,124,0.124,0,0
1000,120,0.12,120,0.12,0,0
1000,124,0.124,124,0.124,0,0
992.5,127,0.12796,127,0.12796,0,0
1000,123,0.123,123,0.123,0,0
1000,204,0.204,108,0.108,96,0.096
1000,212,0.212,107,0.107,105,0.105
1000,203,0.203,106,0.106,97,0.097
1000,201,0.201,97,0.097,104,0.104
1000,203,0.203,98,0.098,105,0.105
1000,210,0.21,98,0.098,112,0.112
1000,211,0.211,102,0.102,109,0.109
1000,209,0.209,106,0.106,103,0.103
1000,207,0.207,105,0.105,102,0.102
1000,202,0.202,103,0.103,99,0.099
1000,205,0.205,100,0.1,105,0.105
1000,206,0.206,103,0.103,103,0.103
1000,204,0.204,104,0.104,100,0.1
1000,200,0.2,104,0.104,96,0.096
1000,210,0.21,103,0.103,107,0.107
1000,192,0.192,95,0.095,97,0.097
1000,204,0.204,106,0.106,98,0.098
1000,202,0.202,101,0.101,101,0.101
1000,198,0.198,98,0.098,100,0.1
1000,213,0.213,109,0.109,104,0.104
1000,204,0.204,98,0.098,106,0.106
1000,204,0.204,101,0.101,103,0.103
1000,208,0.208,105,0.105,103,0.103
1000,207,0.207,106,0.106,101,0.101
1000,200,0.2,104,0.104,96,0.096
1000,208,0.208,106,0.106,102,0.102
1000,208,0.208,111,0.111,97,0.097
1000,207,0.207,102,0.102,105,0.105
1000,205,0.205,106,0.106,99,0.099
1000,202,0.202,99,0.099,103,0.103
1000,204,0.204,101,0.101,103,0.103
1000,208,0.208,103,0.103,105,0.105
1000,215,0.215,108,0.108,107,0.107
1000,213,0.213,103,0.103,110,0.11
1000,201,0.201,96,0.096,105,0.105
1000,205,0.205,109,0.109,96,0.096
1000,204,0.204,105,0.105,99,0.099
1000,207,0.207,104,0.104,103,0.103
1000,202,0.202,96,0.096,106,0.106
1000,213,0.213,107,0.107,106,0.106
1000,205,0.205,102,0.102,103,0.103
1000,208,0.208,104,0.104,104,0.104
1000,205,0.205,103,0.103,102,0.102
1000,203,0.203,103,0.103,100,0.1
1000,200,0.2,101,0.101,99,0.099
1000,212,0.212,99,0.099,113,0.113
1000,204,0.204,103,0.103,101,0.101
1000,205,0.205,99,0.099,106,0.106
1000,208,0.208,104,0.104,104,0.104
1000,206,0.206,103,0.103,103,0.103
