tags_collected, collisions_in_seconds, time_in_minutes, random_seed
126, 532.344, 20, 308693
125, 542.938, 20, 911325
126, 627.281, 20, 379268
126, 580.531, 20, 936455
127, 553.344, 18.95, 964854
125, 572.031, 20, 875758
127, 571.469, 18.0917, 112280
125, 575.375, 20, 12482
126, 485.562, 20, 301284
127, 592.469, 20, 525167
126, 572.031, 18.0667, 621923
125, 622.094, 20, 402650
127, 460.844, 18.575, 533990
123, 518.875, 20, 9556
126, 627.219, 20, 813243
125, 591.656, 20, 960409
124, 596.25, 20, 356755
127, 503.688, 20, 79669
124, 521.469, 20, 244299
127, 604.469, 19.9333, 853663
126, 536.844, 20, 23452
126, 549.594, 19.5333, 143610
127, 553.75, 20, 50691
124, 547.469, 20, 463182
124, 581.656, 20, 443340
125, 509.062, 20, 64465
127, 614.75, 20, 795179
125, 617.312, 20, 329088
122, 538.656, 20, 830731
125, 573.094, 20, 221812
126, 557.906, 20, 195241
126, 562.594, 20, 885903
127, 509.688, 18.65, 677596
126, 530.469, 18.8833, 499401
125, 550.406, 20, 401927
123, 522.531, 20, 133916
127, 516.625, 18.2583, 983524
127, 559.625, 18.6417, 611827
126, 454.188, 20, 553216
126, 517.906, 20, 795246
127, 563.938, 18.4833, 655340
127, 526.188, 20, 306788
127, 573.188, 18.8417, 23544
127, 515.188, 19.525, 892323
126, 655.562, 20, 197946
125, 582.219, 20, 772976
126, 476.469, 20, 349104
125, 641.219, 20, 899576
127, 441.156, 17.1833, 382617
127, 569.781, 19.3083, 161122
112, 1019.84, 20, 280515
112, 1126.66, 20, 462983
115, 1240.28, 20, 849366
117, 904.094, 20, 148826
114, 1079.59, 20, 593948
111, 1046.59, 20, 762422
117, 1014.88, 20, 117102
116, 904.781, 20, 783365
112, 1097.03, 20, 260837
121, 1042.25, 20, 625486
115, 1077.62, 20, 895335
109, 1064.44, 20, 484308
113, 943.375, 20, 830841
115, 931.438, 20, 165097
114, 1049.94, 20, 617015
113, 1124.03, 20, 26626
121, 1127.69, 20, 521496
117, 882.031, 20, 737515
111, 1159.19, 20, 179852
113, 1066.53, 20, 410364
118, 909, 20, 818101
116, 1000.75, 20, 189110
116, 1061.91, 20, 600190
112, 1145.22, 20, 851579
113, 1226.81, 20, 63023
114, 914.531, 20, 226847
115, 909.812, 20, 763248
108, 998.688, 20, 317739
113, 924.156, 20, 589897
107, 1086.88, 20, 677330
115, 1021.94, 20, 856610
111, 823.188, 20, 862590
110, 1097.72, 20, 257703
116, 962.656, 20, 166071
112, 1017.88, 20, 277772
67, 3650.91, 20, 137907
121, 999.812, 20, 321072
106, 1109.69, 20, 155285
116, 873.656, 20, 336562
115, 975.281, 20, 567762
112, 1033.38, 20, 716506
108, 932.688, 20, 878223
115, 927.688, 20, 751504
117, 963.906, 20, 81097
118, 1126.84, 20, 221033
110, 970.094, 20, 555071
114, 860.844, 20, 592811
117, 1017.62, 20, 725363
110, 1163.81, 20, 906534
116, 1028.5, 20, 945341
