Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,109,0.109,109,0.109,0,0
1000,121,0.121,121,0.121,0,0
1000,112,0.112,112,0.112,0,0
1000,109,0.109,109,0.109,0,0
1000,94,0.094,94,0.094,0,0
1000,90,0.09,90,0.09,0,0
1000,96,0.096,96,0.096,0,0
1000,86,0.086,86,0.086,0,0
1000,84,0.084,84,0.084,0,0
1000,69,0.069,69,0.069,0,0
1000,107,0.107,107,0.107,0,0
1000,93,0.093,93,0.093,0,0
1000,114,0.114,114,0.114,0,0
1000,114,0.114,114,0.114,0,0
1000,99,0.099,99,0.099,0,0
1000,79,0.079,79,0.079,0,0
1000,93,0.093,93,0.093,0,0
1000,94,0.094,94,0.094,0,0
1000,103,0.103,103,0.103,0,0
1000,96,0.096,96,0.096,0,0
1000,96,0.096,96,0.096,0,0
1000,109,0.109,109,0.109,0,0
1000,95,0.095,95,0.095,0,0
1000,118,0.118,118,0.118,0,0
1000,118,0.118,118,0.118,0,0
1000,86,0.086,86,0.086,0,0
1000,118,0.118,118,0.118,0,0
1000,97,0.097,97,0.097,0,0
1000,88,0.088,88,0.088,0,0
1000,110,0.11,110,0.11,0,0
1000,110,0.11,110,0.11,0,0
1000,100,0.1,100,0.1,0,0
1000,106,0.106,106,0.106,0,0
1000,117,0.117,117,0.117,0,0
1000,93,0.093,93,0.093,0,0
1000,113,0.113,113,0.113,0,0
1000,90,0.09,90,0.09,0,0
1000,83,0.083,83,0.083,0,0
1000,94,0.094,94,0.094,0,0
1000,90,0.09,90,0.09,0,0
1000,105,0.105,105,0.105,0,0
1000,96,0.096,96,0.096,0,0
1000,115,0.115,115,0.115,0,0
1000,103,0.103,103,0.103,0,0
1000,101,0.101,101,0.101,0,0
1000,104,0.104,104,0.104,0,0
1000,95,0.095,95,0.095,0,0
1000,108,0.108,108,0.108,0,0
1000,84,0.084,84,0.084,0,0
1000,97,0.097,97,0.097,0,0
1000,164,0.164,101,0.101,63,0.063
1000,152,0.152,100,0.1,52,0.052
1000,146,0.146,64,0.064,82,0.082
1000,152,0.152,80,0.08,72,0.072
1000,164,0.164,80,0.08,84,0.084
1000,122,0.122,45,0.045,77,0.077
1000,152,0.152,89,0.089,63,0.063
1000,131,0.131,52,0.052,79,0.079
1000,165,0.165,103,0.103,62,0.062
1000,175,0.175,78,0.078,97,0.097
1000,160,0.16,74,0.074,86,0.086
1000,147,0.147,69,0.069,78,0.078
1000,153,0.153,89,0.089,64,0.064
1000,141,0.141,74,0.074,67,0.067
1000,162,0.162,72,0.072,90,0.09
1000,146,0.146,101,0.101,45,0.045
1000,149,0.149,56,0.056,93,0.093
1000,154,0.154,53,0.053,101,0.101
1000,170,0.17,97,0.097,73,0.073
1000,142,0.142,72,0.072,70,0.07
1000,158,0.158,62,0.062,96,0.096
1000,151,0.151,78,0.078,73,0.073
1000,137,0.137,73,0.073,64,0.064
1000,151,0.151,84,0.084,67,0.067
1000,142,0.142,82,0.082,60,0.06
1000,142,0.142,81,0.081,61,0.061
1000,134,0.134,66,0.066,68,0.068
1000,140,0.14,88,0.088,52,0.052
1000,143,0.143,92,0.092,51,0.051
1000,162,0.162,64,0.064,98,0.098
1000,155,0.155,62,0.062,93,0.093
1000,149,0.149,68,0.068,81,0.081
1000,137,0.137,67,0.067,70,0.07
1000,174,0.174,90,0.09,84,0.084
1000,143,0.143,92,0.092,51,0.051
1000,149,0.149,91,0.091,58,0.058
1000,133,0.133,51,0.051,82,0.082
1000,152,0.152,74,0.074,78,0.078
1000,148,0.148,71,0.071,77,0.077
1000,158,0.158,71,0.071,87,0.087
1000,163,0.163,89,0.089,74,0.074
1000,150,0.15,61,0.061,89,0.089
1000,157,0.157,85,0.085,72,0.072
1000,139,0.139,75,0.075,64,0.064
1000,185,0.185,94,0.094,91,0.091
1000,144,0.144,87,0.087,57,0.057
1000,148,0.148,58,0.058,90,0.09
1000,146,0.146,59,0.059,87,0.087
1000,171,0.171,100,0.1,71,0.071
1000,142,0.142,78,0.078,64,0.064
