Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,123,0.123,74,0.074,49,0.049
1000,126,0.126,104,0.104,22,0.022
1000,83,0.083,55,0.055,28,0.028
1000,69,0.069,40,0.04,29,0.029
1000,130,0.13,104,0.104,26,0.026
1000,84,0.084,63,0.063,21,0.021
1000,129,0.129,101,0.101,28,0.028
1000,81,0.081,58,0.058,23,0.023
1000,129,0.129,106,0.106,23,0.023
1000,138,0.138,106,0.106,32,0.032
1000,146,0.146,105,0.105,41,0.041
1000,116,0.116,91,0.091,25,0.025
1000,137,0.137,94,0.094,43,0.043
1000,120,0.12,95,0.095,25,0.025
1000,115,0.115,95,0.095,20,0.02
1000,149,0.149,103,0.103,46,0.046
1000,127,0.127,93,0.093,34,0.034
1000,130,0.13,102,0.102,28,0.028
1000,102,0.102,71,0.071,31,0.031
1000,121,0.121,91,0.091,30,0.03
1000,138,0.138,102,0.102,36,0.036
1000,86,0.086,64,0.064,22,0.022
1000,72,0.072,19,0.019,53,0.053
1000,104,0.104,77,0.077,27,0.027
1000,110,0.11,89,0.089,21,0.021
1000,108,0.108,81,0.081,27,0.027
1000,70,0.07,48,0.048,22,0.022
1000,130,0.13,95,0.095,35,0.035
1000,128,0.128,96,0.096,32,0.032
1000,113,0.113,85,0.085,28,0.028
1000,105,0.105,95,0.095,10,0.01
1000,107,0.107,94,0.094,13,0.013
1000,98,0.098,86,0.086,12,0.012
1000,108,0.108,98,0.098,10,0.01
1000,97,0.097,87,0.087,10,0.01
1000,100,0.1,92,0.092,8,0.008
1000,113,0.113,101,0.101,12,0.012
1000,98,0.098,89,0.089,9,0.009
1000,104,0.104,94,0.094,10,0.01
1000,112,0.112,103,0.103,9,0.009
1000,105,0.105,96,0.096,9,0.009
1000,117,0.117,105,0.105,12,0.012
1000,106,0.106,97,0.097,9,0.009
1000,106,0.106,97,0.097,9,0.009
1000,113,0.113,101,0.101,12,0.012
1000,112,0.112,101,0.101,11,0.011
1000,105,0.105,97,0.097,8,0.008
1000,105,0.105,91,0.091,14,0.014
1000,99,0.099,90,0.09,9,0.009
1000,107,0.107,96,0.096,11,0.011
1000,108,0.108,98,0.098,10,0.01
1000,109,0.109,97,0.097,12,0.012
1000,108,0.108,99,0.099,9,0.009
1000,102,0.102,94,0.094,8,0.008
1000,104,0.104,92,0.092,12,0.012
1000,103,0.103,90,0.09,13,0.013
1000,112,0.112,101,0.101,11,0.011
1000,105,0.105,93,0.093,12,0.012
1000,110,0.11,103,0.103,7,0.007
1000,116,0.116,105,0.105,11,0.011
