Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,139,0.139,84,0.084,55,0.055
1000,133,0.133,97,0.097,36,0.036
1000,89,0.089,81,0.081,8,0.008
1000,128,0.128,88,0.088,40,0.04
1000,123,0.123,86,0.086,37,0.037
1000,147,0.147,102,0.102,45,0.045
1000,116,0.116,95,0.095,21,0.021
1000,142,0.142,85,0.085,57,0.057
1000,119,0.119,105,0.105,14,0.014
1000,106,0.106,90,0.09,16,0.016
1000,121,0.121,96,0.096,25,0.025
1000,103,0.103,84,0.084,19,0.019
1000,109,0.109,89,0.089,20,0.02
1000,95,0.095,90,0.09,5,0.005
1000,136,0.136,96,0.096,40,0.04
1000,133,0.133,96,0.096,37,0.037
1000,118,0.118,81,0.081,37,0.037
1000,105,0.105,83,0.083,22,0.022
1000,118,0.118,102,0.102,16,0.016
1000,144,0.144,108,0.108,36,0.036
1000,125,0.125,101,0.101,24,0.024
1000,128,0.128,87,0.087,41,0.041
1000,114,0.114,66,0.066,48,0.048
1000,123,0.123,91,0.091,32,0.032
1000,129,0.129,91,0.091,38,0.038
1000,130,0.13,93,0.093,37,0.037
1000,116,0.116,88,0.088,28,0.028
1000,142,0.142,88,0.088,54,0.054
1000,109,0.109,75,0.075,34,0.034
1000,128,0.128,100,0.1,28,0.028
1000,114,0.114,104,0.104,10,0.01
1000,96,0.096,90,0.09,6,0.006
1000,89,0.089,81,0.081,8,0.008
1000,98,0.098,91,0.091,7,0.007
1000,104,0.104,98,0.098,6,0.006
1000,98,0.098,91,0.091,7,0.007
1000,98,0.098,92,0.092,6,0.006
1000,101,0.101,91,0.091,10,0.01
1000,94,0.094,81,0.081,13,0.013
1000,91,0.091,79,0.079,12,0.012
1000,103,0.103,91,0.091,12,0.012
1000,88,0.088,81,0.081,7,0.007
1000,103,0.103,92,0.092,11,0.011
1000,82,0.082,72,0.072,10,0.01
1000,108,0.108,99,0.099,9,0.009
1000,105,0.105,97,0.097,8,0.008
1000,96,0.096,85,0.085,11,0.011
1000,106,0.106,95,0.095,11,0.011
1000,108,0.108,97,0.097,11,0.011
1000,95,0.095,88,0.088,7,0.007
1000,82,0.082,74,0.074,8,0.008
1000,109,0.109,103,0.103,6,0.006
1000,78,0.078,68,0.068,10,0.01
1000,89,0.089,81,0.081,8,0.008
1000,104,0.104,97,0.097,7,0.007
1000,115,0.115,106,0.106,9,0.009
1000,107,0.107,96,0.096,11,0.011
1000,86,0.086,77,0.077,9,0.009
1000,105,0.105,94,0.094,11,0.011
1000,103,0.103,95,0.095,8,0.008
