Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,145,0.145,88,0.088,57,0.057
1000,145,0.145,94,0.094,51,0.051
1000,137,0.137,91,0.091,46,0.046
1000,133,0.133,68,0.068,65,0.065
1000,131,0.131,89,0.089,42,0.042
1000,138,0.138,84,0.084,54,0.054
1000,142,0.142,98,0.098,44,0.044
1000,143,0.143,96,0.096,47,0.047
1000,145,0.145,85,0.085,60,0.06
1000,119,0.119,70,0.07,49,0.049
1000,126,0.126,64,0.064,62,0.062
1000,151,0.151,52,0.052,99,0.099
1000,106,0.106,62,0.062,44,0.044
1000,127,0.127,61,0.061,66,0.066
1000,147,0.147,89,0.089,58,0.058
1000,113,0.113,83,0.083,30,0.03
1000,123,0.123,87,0.087,36,0.036
1000,146,0.146,91,0.091,55,0.055
1000,151,0.151,100,0.1,51,0.051
1000,120,0.12,54,0.054,66,0.066
1000,163,0.163,88,0.088,75,0.075
1000,135,0.135,70,0.07,65,0.065
1000,111,0.111,78,0.078,33,0.033
1000,88,0.088,68,0.068,20,0.02
1000,128,0.128,76,0.076,52,0.052
1000,153,0.153,80,0.08,73,0.073
1000,129,0.129,78,0.078,51,0.051
1000,152,0.152,92,0.092,60,0.06
1000,139,0.139,70,0.07,69,0.069
1000,123,0.123,56,0.056,67,0.067
1000,95,0.095,78,0.078,17,0.017
1000,106,0.106,87,0.087,19,0.019
1000,116,0.116,99,0.099,17,0.017
1000,106,0.106,90,0.09,16,0.016
1000,101,0.101,80,0.08,21,0.021
1000,99,0.099,82,0.082,17,0.017
1000,91,0.091,71,0.071,20,0.02
1000,93,0.093,77,0.077,16,0.016
1000,103,0.103,88,0.088,15,0.015
1000,96,0.096,86,0.086,10,0.01
1000,91,0.091,68,0.068,23,0.023
1000,121,0.121,100,0.1,21,0.021
1000,113,0.113,90,0.09,23,0.023
1000,105,0.105,87,0.087,18,0.018
1000,96,0.096,75,0.075,21,0.021
1000,109,0.109,95,0.095,14,0.014
1000,113,0.113,91,0.091,22,0.022
1000,67,0.067,45,0.045,22,0.022
1000,113,0.113,100,0.1,13,0.013
1000,72,0.072,60,0.06,12,0.012
1000,90,0.09,70,0.07,20,0.02
1000,94,0.094,81,0.081,13,0.013
1000,103,0.103,89,0.089,14,0.014
1000,71,0.071,50,0.05,21,0.021
1000,121,0.121,103,0.103,18,0.018
1000,98,0.098,84,0.084,14,0.014
1000,102,0.102,84,0.084,18,0.018
1000,85,0.085,70,0.07,15,0.015
1000,101,0.101,83,0.083,18,0.018
1000,114,0.114,94,0.094,20,0.02
