tags_collected, collisions_in_seconds, time_in_minutes, random_seed
88, 1810.16, 16.6667, 955210
94, 1282.88, 16.6667, 480183
91, 1443.84, 16.6667, 122641
68, 1790.03, 16.6667, 629709
89, 1910.91, 16.6667, 963315
84, 1690.81, 16.6667, 446123
98, 1445.69, 16.6667, 731701
96, 1732.62, 16.6667, 69928
85, 1721.62, 16.6667, 229125
70, 2156.34, 16.6667, 396909
64, 1538.78, 16.6667, 513601
52, 1869.69, 16.6667, 807038
62, 1918.75, 16.6667, 17653
61, 2212.5, 16.6667, 400597
89, 1809.81, 16.6667, 509100
83, 1899.72, 16.6667, 666146
87, 1715.81, 16.6667, 979430
91, 1887.81, 16.6667, 215633
100, 1750.16, 16.6667, 466170
54, 2526, 16.6667, 550172
88, 1499.25, 16.6667, 715361
70, 2025.94, 16.6667, 9139
78, 2160.09, 16.6667, 91411
68, 3370.91, 16.6667, 344652
76, 1654.97, 16.6667, 843034
80, 1504.97, 16.6667, 311798
78, 1899.25, 16.6667, 448977
92, 1466.69, 16.6667, 362198
70, 2312.66, 16.6667, 745088
56, 2392.44, 16.6667, 695294
78, 2069.25, 16.6667, 397799
87, 1842.56, 16.6667, 495981
99, 2798.5, 16.6667, 175782
90, 1029.09, 16.6667, 171567
80, 1199.88, 16.6667, 832883
82, 2068.84, 16.6667, 410444
71, 1584.34, 16.6667, 922337
77, 1908.53, 16.6667, 576637
88, 1260.12, 16.6667, 47962
86, 2673.41, 16.6667, 924674
68, 1948.84, 16.6667, 513724
100, 1123.25, 16.6667, 284432
90, 1542.62, 16.6667, 851234
87, 1787.41, 16.6667, 775391
75, 1003.25, 16.6667, 513916
95, 1626.25, 16.6667, 491906
91, 2112.34, 16.6667, 797623
45, 1916.34, 16.6667, 277866
100, 1976.5, 16.6667, 130745
60, 3251.19, 16.6667, 302910
70, 1507.31, 16.6667, 906831
81, 2870.88, 16.6667, 340336
89, 1837.56, 16.6667, 433890
50, 2788.22, 16.6667, 268099
103, 1162.91, 16.6667, 949142
84, 2411.47, 16.6667, 974118
84, 1354.09, 16.6667, 288043
70, 2357.75, 16.6667, 937728
83, 1766.84, 16.6667, 323835
94, 1244.31, 16.6667, 669379
