Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,103,0.103,74,0.074,29,0.029
1000,91,0.091,71,0.071,20,0.02
1000,140,0.14,97,0.097,43,0.043
1000,131,0.131,87,0.087,44,0.044
1000,138,0.138,93,0.093,45,0.045
1000,124,0.124,77,0.077,47,0.047
1000,119,0.119,98,0.098,21,0.021
1000,152,0.152,104,0.104,48,0.048
1000,131,0.131,99,0.099,32,0.032
1000,121,0.121,89,0.089,32,0.032
1000,126,0.126,102,0.102,24,0.024
1000,89,0.089,79,0.079,10,0.01
1000,130,0.13,103,0.103,27,0.027
1000,129,0.129,99,0.099,30,0.03
1000,84,0.084,73,0.073,11,0.011
1000,121,0.121,101,0.101,20,0.02
1000,142,0.142,105,0.105,37,0.037
1000,96,0.096,56,0.056,40,0.04
1000,85,0.085,54,0.054,31,0.031
1000,111,0.111,93,0.093,18,0.018
1000,132,0.132,95,0.095,37,0.037
1000,114,0.114,76,0.076,38,0.038
1000,148,0.148,99,0.099,49,0.049
1000,134,0.134,92,0.092,42,0.042
1000,106,0.106,71,0.071,35,0.035
1000,136,0.136,98,0.098,38,0.038
1000,99,0.099,71,0.071,28,0.028
1000,123,0.123,99,0.099,24,0.024
1000,110,0.11,61,0.061,49,0.049
1000,112,0.112,86,0.086,26,0.026
1000,91,0.091,74,0.074,17,0.017
1000,110,0.11,95,0.095,15,0.015
1000,105,0.105,87,0.087,18,0.018
1000,104,0.104,90,0.09,14,0.014
1000,113,0.113,96,0.096,17,0.017
1000,118,0.118,97,0.097,21,0.021
1000,109,0.109,93,0.093,16,0.016
1000,91,0.091,79,0.079,12,0.012
1000,95,0.095,80,0.08,15,0.015
1000,113,0.113,98,0.098,15,0.015
1000,87,0.087,72,0.072,15,0.015
1000,102,0.102,87,0.087,15,0.015
1000,111,0.111,96,0.096,15,0.015
1000,111,0.111,97,0.097,14,0.014
1000,112,0.112,98,0.098,14,0.014
1000,97,0.097,83,0.083,14,0.014
1000,97,0.097,82,0.082,15,0.015
1000,101,0.101,87,0.087,14,0.014
1000,108,0.108,91,0.091,17,0.017
1000,105,0.105,94,0.094,11,0.011
1000,104,0.104,87,0.087,17,0.017
1000,99,0.099,84,0.084,15,0.015
1000,113,0.113,96,0.096,17,0.017
1000,100,0.1,89,0.089,11,0.011
1000,101,0.101,87,0.087,14,0.014
1000,102,0.102,90,0.09,12,0.012
1000,104,0.104,89,0.089,15,0.015
1000,111,0.111,95,0.095,16,0.016
1000,116,0.116,98,0.098,18,0.018
1000,98,0.098,85,0.085,13,0.013
