tags_collected, collisions_in_seconds, time_in_minutes, random_seed
72, 2722.59, 16.6667, 295775
95, 707.188, 16.6667, 389593
82, 2033.38, 16.6667, 409257
101, 942.312, 16.6667, 886157
99, 810.75, 16.6667, 504998
94, 1039.72, 16.6667, 221705
83, 1241.31, 16.6667, 844002
67, 2425.44, 16.6667, 463143
66, 2300.31, 16.6667, 647129
104, 708, 16.6667, 732215
87, 815.156, 16.6667, 63199
92, 958.375, 16.6667, 217468
102, 700.688, 16.6667, 602864
101, 1162.25, 16.6667, 922956
62, 2532.34, 16.6667, 382646
57, 3039.25, 16.6667, 718753
92, 1639.31, 16.6667, 506149
98, 945.875, 16.6667, 599684
71, 2354.34, 16.6667, 527070
100, 840.781, 16.6667, 156088
92, 1725.03, 16.6667, 425912
95, 546.938, 16.6667, 868758
93, 1125.81, 16.6667, 499610
62, 2498.69, 16.6667, 275535
89, 1157.94, 16.6667, 750732
100, 900.688, 16.6667, 279648
75, 2255.88, 16.6667, 785971
77, 1913.53, 16.6667, 63440
58, 2767.62, 16.6667, 931289
76, 2089.31, 16.6667, 81571
88, 679.188, 16.6667, 666597
88, 1055.16, 16.6667, 560447
82, 635.281, 16.6667, 545515
89, 825.188, 16.6667, 139383
91, 720.438, 16.6667, 813959
90, 940, 16.6667, 537682
88, 703.688, 16.6667, 260784
86, 964.75, 16.6667, 461289
79, 574.406, 16.6667, 284173
85, 849.281, 16.6667, 603479
93, 950.969, 16.6667, 264680
85, 971.781, 16.6667, 218920
95, 1046, 16.6667, 913286
76, 832.312, 16.6667, 982468
69, 832.094, 16.6667, 390121
86, 668.094, 16.6667, 909860
83, 726.156, 16.6667, 321482
96, 747.312, 16.6667, 320569
88, 627.781, 16.6667, 647647
98, 804.094, 16.6667, 324096
98, 723.344, 16.6667, 649163
96, 1033.94, 16.6667, 134984
81, 718.531, 16.6667, 75065
88, 883.094, 16.6667, 212712
93, 883.75, 16.6667, 432697
95, 851.438, 16.6667, 908304
94, 808.219, 16.6667, 948617
97, 1035.62, 16.6667, 215779
85, 766.188, 16.6667, 740325
88, 914.375, 16.6667, 47032
