Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,89,0.089,54,0.054,35,0.035
1000,133,0.133,80,0.08,53,0.053
1000,105,0.105,70,0.07,35,0.035
1000,152,0.152,102,0.102,50,0.05
1000,136,0.136,76,0.076,60,0.06
1000,112,0.112,69,0.069,43,0.043
1000,86,0.086,20,0.02,66,0.066
1000,63,0.063,45,0.045,18,0.018
1000,74,0.074,46,0.046,28,0.028
1000,117,0.117,80,0.08,37,0.037
1000,149,0.149,99,0.099,50,0.05
1000,138,0.138,93,0.093,45,0.045
1000,135,0.135,92,0.092,43,0.043
1000,42,0.042,18,0.018,24,0.024
1000,93,0.093,69,0.069,24,0.024
1000,48,0.048,19,0.019,29,0.029
1000,110,0.11,73,0.073,37,0.037
1000,152,0.152,100,0.1,52,0.052
1000,95,0.095,57,0.057,38,0.038
1000,100,0.1,69,0.069,31,0.031
1000,140,0.14,94,0.094,46,0.046
1000,100,0.1,73,0.073,27,0.027
1000,60,0.06,22,0.022,38,0.038
1000,116,0.116,79,0.079,37,0.037
1000,129,0.129,83,0.083,46,0.046
1000,143,0.143,102,0.102,41,0.041
1000,161,0.161,103,0.103,58,0.058
1000,48,0.048,23,0.023,25,0.025
1000,154,0.154,100,0.1,54,0.054
1000,69,0.069,26,0.026,43,0.043
1000,81,0.081,67,0.067,14,0.014
1000,105,0.105,92,0.092,13,0.013
1000,113,0.113,95,0.095,18,0.018
1000,103,0.103,89,0.089,14,0.014
1000,76,0.076,62,0.062,14,0.014
1000,120,0.12,100,0.1,20,0.02
1000,112,0.112,91,0.091,21,0.021
1000,95,0.095,77,0.077,18,0.018
1000,112,0.112,91,0.091,21,0.021
1000,111,0.111,91,0.091,20,0.02
1000,102,0.102,90,0.09,12,0.012
1000,94,0.094,79,0.079,15,0.015
1000,100,0.1,83,0.083,17,0.017
1000,110,0.11,94,0.094,16,0.016
1000,88,0.088,74,0.074,14,0.014
1000,117,0.117,97,0.097,20,0.02
1000,106,0.106,90,0.09,16,0.016
1000,114,0.114,100,0.1,14,0.014
1000,111,0.111,93,0.093,18,0.018
1000,106,0.106,90,0.09,16,0.016
1000,96,0.096,82,0.082,14,0.014
1000,89,0.089,79,0.079,10,0.01
1000,103,0.103,88,0.088,15,0.015
1000,109,0.109,91,0.091,18,0.018
1000,88,0.088,72,0.072,16,0.016
1000,95,0.095,81,0.081,14,0.014
1000,106,0.106,91,0.091,15,0.015
1000,86,0.086,73,0.073,13,0.013
1000,111,0.111,96,0.096,15,0.015
1000,108,0.108,93,0.093,15,0.015
