Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1000,116,0.116,100,0.1,16,0.016
1000,129,0.129,80,0.08,49,0.049
1000,132,0.132,104,0.104,28,0.028
1000,84,0.084,55,0.055,29,0.029
1000,114,0.114,89,0.089,25,0.025
1000,121,0.121,85,0.085,36,0.036
1000,126,0.126,81,0.081,45,0.045
1000,121,0.121,90,0.09,31,0.031
1000,128,0.128,105,0.105,23,0.023
1000,125,0.125,102,0.102,23,0.023
1000,126,0.126,106,0.106,20,0.02
1000,123,0.123,93,0.093,30,0.03
1000,94,0.094,86,0.086,8,0.008
1000,117,0.117,99,0.099,18,0.018
1000,127,0.127,107,0.107,20,0.02
1000,94,0.094,54,0.054,40,0.04
1000,122,0.122,103,0.103,19,0.019
1000,110,0.11,69,0.069,41,0.041
1000,115,0.115,92,0.092,23,0.023
1000,84,0.084,60,0.06,24,0.024
1000,113,0.113,97,0.097,16,0.016
1000,125,0.125,95,0.095,30,0.03
1000,142,0.142,101,0.101,41,0.041
1000,118,0.118,76,0.076,42,0.042
1000,142,0.142,96,0.096,46,0.046
1000,120,0.12,92,0.092,28,0.028
1000,119,0.119,85,0.085,34,0.034
1000,133,0.133,99,0.099,34,0.034
1000,112,0.112,100,0.1,12,0.012
1000,109,0.109,68,0.068,41,0.041
1000,98,0.098,87,0.087,11,0.011
1000,110,0.11,100,0.1,10,0.01
1000,98,0.098,88,0.088,10,0.01
1000,96,0.096,84,0.084,12,0.012
1000,108,0.108,95,0.095,13,0.013
1000,110,0.11,98,0.098,12,0.012
1000,111,0.111,102,0.102,9,0.009
1000,95,0.095,84,0.084,11,0.011
1000,108,0.108,99,0.099,9,0.009
1000,108,0.108,95,0.095,13,0.013
1000,106,0.106,91,0.091,15,0.015
1000,108,0.108,96,0.096,12,0.012
1000,119,0.119,103,0.103,16,0.016
1000,104,0.104,96,0.096,8,0.008
1000,111,0.111,99,0.099,12,0.012
1000,72,0.072,60,0.06,12,0.012
1000,108,0.108,98,0.098,10,0.01
1000,101,0.101,92,0.092,9,0.009
1000,98,0.098,83,0.083,15,0.015
1000,106,0.106,94,0.094,12,0.012
1000,112,0.112,97,0.097,15,0.015
1000,105,0.105,94,0.094,11,0.011
1000,100,0.1,91,0.091,9,0.009
1000,102,0.102,94,0.094,8,0.008
1000,108,0.108,96,0.096,12,0.012
1000,110,0.11,99,0.099,11,0.011
1000,114,0.114,103,0.103,11,0.011
1000,107,0.107,96,0.096,11,0.011
1000,115,0.115,103,0.103,12,0.012
1000,112,0.112,99,0.099,13,0.013
