Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,109,0.121111,45,0.05,64,0.0711111,9,24
900,98,0.108889,42,0.0466667,56,0.0622222,4,19
900,115,0.127778,66,0.0733333,49,0.0544444,7,19
900,108,0.12,67,0.0744444,41,0.0455556,10,16
900,89,0.0988889,37,0.0411111,52,0.0577778,5,17
900,106,0.117778,62,0.0688889,44,0.0488889,11,18
900,76,0.0844444,32,0.0355556,44,0.0488889,3,18
900,98,0.108889,40,0.0444444,58,0.0644444,4,28
900,81,0.09,40,0.0444444,41,0.0455556,6,19
900,81,0.09,38,0.0422222,43,0.0477778,4,18
900,96,0.106667,52,0.0577778,44,0.0488889,3,9
900,105,0.116667,40,0.0444444,65,0.0722222,5,21
900,104,0.115556,46,0.0511111,58,0.0644444,4,14
900,95,0.105556,43,0.0477778,52,0.0577778,9,21
900,87,0.0966667,39,0.0433333,48,0.0533333,1,19
900,91,0.101111,41,0.0455556,50,0.0555556,4,26
900,78,0.0866667,32,0.0355556,46,0.0511111,1,17
900,109,0.121111,29,0.0322222,80,0.0888889,4,31
900,111,0.123333,61,0.0677778,50,0.0555556,5,21
900,95,0.105556,44,0.0488889,51,0.0566667,5,18
900,107,0.118889,65,0.0722222,42,0.0466667,11,12
900,84,0.0933333,51,0.0566667,33,0.0366667,3,9
900,94,0.104444,49,0.0544444,45,0.05,4,14
900,97,0.107778,49,0.0544444,48,0.0533333,8,16
900,107,0.118889,57,0.0633333,50,0.0555556,7,24
900,90,0.1,50,0.0555556,40,0.0444444,6,17
900,107,0.118889,43,0.0477778,64,0.0711111,6,26
900,73,0.0811111,29,0.0322222,44,0.0488889,6,21
900,101,0.112222,40,0.0444444,61,0.0677778,4,24
900,64,0.0711111,18,0.02,46,0.0511111,3,16
