Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1200,124,0.103333,124,0.103333,0,0
1095.5,127,0.115929,127,0.115929,0,0
1200,122,0.101667,122,0.101667,0,0
1200,122,0.101667,122,0.101667,0,0
1200,122,0.101667,122,0.101667,0,0
1200,117,0.0975,117,0.0975,0,0
1200,121,0.100833,121,0.100833,0,0
1200,122,0.101667,122,0.101667,0,0
1200,114,0.095,114,0.095,0,0
1200,119,0.0991667,119,0.0991667,0,0
1200,122,0.101667,122,0.101667,0,0
1200,125,0.104167,125,0.104167,0,0
1200,103,0.0858333,103,0.0858333,0,0
1200,126,0.105,126,0.105,0,0
1200,113,0.0941667,113,0.0941667,0,0
1200,117,0.0975,117,0.0975,0,0
1200,125,0.104167,125,0.104167,0,0
1200,123,0.1025,123,0.1025,0,0
1200,122,0.101667,122,0.101667,0,0
1200,116,0.0966667,116,0.0966667,0,0
1200,121,0.100833,121,0.100833,0,0
1200,117,0.0975,117,0.0975,0,0
1200,124,0.103333,124,0.103333,0,0
1200,122,0.101667,122,0.101667,0,0
1200,127,0.105833,127,0.105833,0,0
1200,118,0.0983333,118,0.0983333,0,0
1200,125,0.104167,125,0.104167,0,0
1200,122,0.101667,122,0.101667,0,0
1200,111,0.0925,111,0.0925,0,0
1200,125,0.104167,125,0.104167,0,0
1200,125,0.104167,125,0.104167,0,0
1200,120,0.1,120,0.1,0,0
1200,124,0.103333,124,0.103333,0,0
1200,121,0.100833,121,0.100833,0,0
1200,115,0.0958333,115,0.0958333,0,0
1200,127,0.105833,127,0.105833,0,0
1200,119,0.0991667,119,0.0991667,0,0
1200,118,0.0983333,118,0.0983333,0,0
1200,123,0.1025,123,0.1025,0,0
1200,124,0.103333,124,0.103333,0,0
1200,126,0.105,126,0.105,0,0
1200,126,0.105,126,0.105,0,0
1200,102,0.085,102,0.085,0,0
1200,126,0.105,126,0.105,0,0
1200,125,0.104167,125,0.104167,0,0
1200,125,0.104167,125,0.104167,0,0
1200,127,0.105833,127,0.105833,0,0
1200,119,0.0991667,119,0.0991667,0,0
1200,124,0.103333,124,0.103333,0,0
1200,126,0.105,126,0.105,0,0
1200,200,0.166667,100,0.0833333,100,0.0833333
1200,206,0.171667,103,0.0858333,103,0.0858333
1200,193,0.160833,113,0.0941667,80,0.0666667
1200,170,0.141667,78,0.065,92,0.0766667
1200,205,0.170833,96,0.08,109,0.0908333
1200,197,0.164167,105,0.0875,92,0.0766667
1200,188,0.156667,94,0.0783333,94,0.0783333
1200,177,0.1475,81,0.0675,96,0.08
1200,223,0.185833,110,0.0916667,113,0.0941667
1200,193,0.160833,97,0.0808333,96,0.08
1200,210,0.175,106,0.0883333,104,0.0866667
1200,189,0.1575,105,0.0875,84,0.07
1200,188,0.156667,101,0.0841667,87,0.0725
1200,174,0.145,88,0.0733333,86,0.0716667
1200,208,0.173333,100,0.0833333,108,0.09
1200,197,0.164167,91,0.0758333,106,0.0883333
1200,201,0.1675,99,0.0825,102,0.085
1200,195,0.1625,101,0.0841667,94,0.0783333
1200,187,0.155833,103,0.0858333,84,0.07
1200,193,0.160833,107,0.0891667,86,0.0716667
1200,194,0.161667,96,0.08,98,0.0816667
1200,189,0.1575,108,0.09,81,0.0675
1200,144,0.12,59,0.0491667,85,0.0708333
1200,219,0.1825,115,0.0958333,104,0.0866667
1200,196,0.163333,95,0.0791667,101,0.0841667
1200,203,0.169167,115,0.0958333,88,0.0733333
1200,192,0.16,95,0.0791667,97,0.0808333
1200,202,0.168333,89,0.0741667,113,0.0941667
1200,203,0.169167,103,0.0858333,100,0.0833333
1200,200,0.166667,99,0.0825,101,0.0841667
1200,193,0.160833,95,0.0791667,98,0.0816667
1200,205,0.170833,115,0.0958333,90,0.075
1200,202,0.168333,98,0.0816667,104,0.0866667
1200,197,0.164167,86,0.0716667,111,0.0925
1200,178,0.148333,87,0.0725,91,0.0758333
1200,208,0.173333,107,0.0891667,101,0.0841667
1200,202,0.168333,103,0.0858333,99,0.0825
1200,214,0.178333,113,0.0941667,101,0.0841667
1200,200,0.166667,99,0.0825,101,0.0841667
1200,162,0.135,71,0.0591667,91,0.0758333
1200,189,0.1575,98,0.0816667,91,0.0758333
1200,187,0.155833,97,0.0808333,90,0.075
1200,209,0.174167,113,0.0941667,96,0.08
1200,209,0.174167,111,0.0925,98,0.0816667
1200,191,0.159167,105,0.0875,86,0.0716667
1200,156,0.13,81,0.0675,75,0.0625
1200,197,0.164167,97,0.0808333,100,0.0833333
1200,183,0.1525,94,0.0783333,89,0.0741667
1200,201,0.1675,114,0.095,87,0.0725
1200,188,0.156667,96,0.08,92,0.0766667
