Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,94,0.104444,80,0.0888889,14,0.0155556,6,0
900,97,0.107778,58,0.0644444,39,0.0433333,7,9
900,91,0.101111,63,0.07,28,0.0311111,7,1
900,72,0.08,39,0.0433333,33,0.0366667,6,2
900,61,0.0677778,31,0.0344444,30,0.0333333,2,2
900,80,0.0888889,47,0.0522222,33,0.0366667,4,2
900,72,0.08,34,0.0377778,38,0.0422222,5,3
900,88,0.0977778,67,0.0744444,21,0.0233333,10,2
900,76,0.0844444,38,0.0422222,38,0.0422222,1,3
900,82,0.0911111,68,0.0755556,14,0.0155556,7,1
900,81,0.09,48,0.0533333,33,0.0366667,2,3
900,94,0.104444,62,0.0688889,32,0.0355556,2,1
900,78,0.0866667,65,0.0722222,13,0.0144444,12,0
900,81,0.09,68,0.0755556,13,0.0144444,4,0
900,85,0.0944444,73,0.0811111,12,0.0133333,10,0
900,102,0.113333,83,0.0922222,19,0.0211111,4,3
900,73,0.0811111,45,0.05,28,0.0311111,7,3
900,79,0.0877778,62,0.0688889,17,0.0188889,4,0
900,63,0.07,34,0.0377778,29,0.0322222,1,1
900,102,0.113333,66,0.0733333,36,0.04,9,10
900,90,0.1,81,0.09,9,0.01,7,0
900,74,0.0822222,67,0.0744444,7,0.00777778,13,0
900,92,0.102222,68,0.0755556,24,0.0266667,5,2
900,90,0.1,60,0.0666667,30,0.0333333,9,3
900,87,0.0966667,44,0.0488889,43,0.0477778,4,6
900,113,0.125556,97,0.107778,16,0.0177778,12,0
900,88,0.0977778,49,0.0544444,39,0.0433333,5,7
900,101,0.112222,66,0.0733333,35,0.0388889,5,3
900,87,0.0966667,53,0.0588889,34,0.0377778,2,3
900,67,0.0744444,53,0.0588889,14,0.0155556,4,1
900,87,0.0966667,76,0.0844444,11,0.0122222,4,0
900,104,0.115556,72,0.08,32,0.0355556,3,2
900,79,0.0877778,74,0.0822222,5,0.00555556,6,0
900,83,0.0922222,77,0.0855556,6,0.00666667,7,0
900,110,0.122222,70,0.0777778,40,0.0444444,3,6
900,93,0.103333,72,0.08,21,0.0233333,7,3
900,87,0.0966667,51,0.0566667,36,0.04,2,5
900,92,0.102222,76,0.0844444,16,0.0177778,10,1
900,92,0.102222,80,0.0888889,12,0.0133333,14,0
900,89,0.0988889,52,0.0577778,37,0.0411111,6,3
900,80,0.0888889,54,0.06,26,0.0288889,8,1
900,55,0.0611111,28,0.0311111,27,0.03,2,5
900,87,0.0966667,74,0.0822222,13,0.0144444,7,0
900,68,0.0755556,52,0.0577778,16,0.0177778,5,1
900,126,0.14,76,0.0844444,50,0.0555556,8,12
900,88,0.0977778,68,0.0755556,20,0.0222222,6,1
900,81,0.09,50,0.0555556,31,0.0344444,7,3
900,88,0.0977778,55,0.0611111,33,0.0366667,3,2
900,83,0.0922222,55,0.0611111,28,0.0311111,7,3
900,87,0.0966667,71,0.0788889,16,0.0177778,2,0
900,78,0.0866667,68,0.0755556,10,0.0111111,6,0
900,94,0.104444,72,0.08,22,0.0244444,8,2
900,84,0.0933333,61,0.0677778,23,0.0255556,6,4
900,99,0.11,67,0.0744444,32,0.0355556,7,7
900,101,0.112222,42,0.0466667,59,0.0655556,2,10
900,85,0.0944444,71,0.0788889,14,0.0155556,6,0
900,87,0.0966667,79,0.0877778,8,0.00888889,4,0
900,92,0.102222,65,0.0722222,27,0.03,9,4
900,71,0.0788889,55,0.0611111,16,0.0177778,5,0
900,99,0.11,73,0.0811111,26,0.0288889,10,2
