Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,56,0.0622222,25,0.0277778,31,0.0344444,5,1
900,99,0.11,78,0.0866667,21,0.0233333,12,2
900,96,0.106667,58,0.0644444,38,0.0422222,5,5
900,68,0.0755556,54,0.06,14,0.0155556,3,0
900,103,0.114444,59,0.0655556,44,0.0488889,10,7
900,109,0.121111,85,0.0944444,24,0.0266667,7,1
900,119,0.132222,71,0.0788889,48,0.0533333,8,5
900,97,0.107778,60,0.0666667,37,0.0411111,8,3
900,110,0.122222,60,0.0666667,50,0.0555556,8,7
900,91,0.101111,63,0.07,28,0.0311111,6,7
900,117,0.13,80,0.0888889,37,0.0411111,11,8
900,110,0.122222,95,0.105556,15,0.0166667,15,0
900,98,0.108889,62,0.0688889,36,0.04,7,3
900,94,0.104444,56,0.0622222,38,0.0422222,4,8
900,133,0.147778,68,0.0755556,65,0.0722222,8,8
900,83,0.0922222,41,0.0455556,42,0.0466667,5,7
900,99,0.11,83,0.0922222,16,0.0177778,11,1
900,91,0.101111,53,0.0588889,38,0.0422222,8,8
900,75,0.0833333,52,0.0577778,23,0.0255556,3,2
900,88,0.0977778,56,0.0622222,32,0.0355556,7,2
900,115,0.127778,82,0.0911111,33,0.0366667,7,5
900,79,0.0877778,36,0.04,43,0.0477778,4,6
900,84,0.0933333,69,0.0766667,15,0.0166667,3,0
900,80,0.0888889,34,0.0377778,46,0.0511111,3,7
900,76,0.0844444,45,0.05,31,0.0344444,5,5
900,112,0.124444,84,0.0933333,28,0.0311111,12,0
900,99,0.11,64,0.0711111,35,0.0388889,10,5
900,90,0.1,49,0.0544444,41,0.0455556,6,4
900,95,0.105556,45,0.05,50,0.0555556,6,5
900,92,0.102222,55,0.0611111,37,0.0411111,6,6
900,114,0.126667,98,0.108889,16,0.0177778,8,1
900,123,0.136667,65,0.0722222,58,0.0644444,12,10
900,114,0.126667,72,0.08,42,0.0466667,8,6
900,101,0.112222,65,0.0722222,36,0.04,6,1
900,108,0.12,63,0.07,45,0.05,11,3
900,102,0.113333,50,0.0555556,52,0.0577778,5,6
900,69,0.0766667,49,0.0544444,20,0.0222222,9,6
900,75,0.0833333,56,0.0622222,19,0.0211111,3,0
900,114,0.126667,84,0.0933333,30,0.0333333,11,2
900,85,0.0944444,72,0.08,13,0.0144444,5,0
900,103,0.114444,78,0.0866667,25,0.0277778,9,2
900,80,0.0888889,32,0.0355556,48,0.0533333,3,4
900,133,0.147778,89,0.0988889,44,0.0488889,6,9
900,95,0.105556,61,0.0677778,34,0.0377778,6,2
900,107,0.118889,74,0.0822222,33,0.0366667,11,1
900,109,0.121111,93,0.103333,16,0.0177778,10,0
900,129,0.143333,80,0.0888889,49,0.0544444,8,6
900,90,0.1,61,0.0677778,29,0.0322222,6,4
900,107,0.118889,54,0.06,53,0.0588889,8,5
900,109,0.121111,77,0.0855556,32,0.0355556,8,2
900,111,0.123333,71,0.0788889,40,0.0444444,7,7
900,95,0.105556,82,0.0911111,13,0.0144444,8,0
900,83,0.0922222,66,0.0733333,17,0.0188889,8,1
900,104,0.115556,65,0.0722222,39,0.0433333,3,7
900,115,0.127778,86,0.0955556,29,0.0322222,10,2
900,107,0.118889,40,0.0444444,67,0.0744444,2,9
900,104,0.115556,76,0.0844444,28,0.0311111,4,1
900,111,0.123333,79,0.0877778,32,0.0355556,9,3
900,68,0.0755556,39,0.0433333,29,0.0322222,5,4
900,83,0.0922222,55,0.0611111,28,0.0311111,3,1
