Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,82,0.0911111,44,0.0488889,38,0.0422222,3,3
900,113,0.125556,77,0.0855556,36,0.04,6,3
900,104,0.115556,53,0.0588889,51,0.0566667,10,13
900,106,0.117778,99,0.11,7,0.00777778,10,0
900,82,0.0911111,40,0.0444444,42,0.0466667,4,5
900,106,0.117778,96,0.106667,10,0.0111111,4,1
900,117,0.13,82,0.0911111,35,0.0388889,7,4
900,86,0.0955556,58,0.0644444,28,0.0311111,6,3
900,98,0.108889,65,0.0722222,33,0.0366667,6,6
900,86,0.0955556,77,0.0855556,9,0.01,2,0
900,93,0.103333,70,0.0777778,23,0.0255556,4,2
900,99,0.11,54,0.06,45,0.05,12,7
900,92,0.102222,78,0.0866667,14,0.0155556,6,2
900,92,0.102222,40,0.0444444,52,0.0577778,2,4
900,109,0.121111,72,0.08,37,0.0411111,9,5
900,91,0.101111,55,0.0611111,36,0.04,10,4
900,112,0.124444,95,0.105556,17,0.0188889,8,1
900,88,0.0977778,65,0.0722222,23,0.0255556,4,3
900,102,0.113333,84,0.0933333,18,0.02,9,3
900,101,0.112222,72,0.08,29,0.0322222,11,2
900,81,0.09,53,0.0588889,28,0.0311111,4,2
900,106,0.117778,72,0.08,34,0.0377778,6,2
900,106,0.117778,95,0.105556,11,0.0122222,5,0
900,90,0.1,54,0.06,36,0.04,5,2
900,87,0.0966667,51,0.0566667,36,0.04,4,7
900,85,0.0944444,55,0.0611111,30,0.0333333,10,2
900,81,0.09,56,0.0622222,25,0.0277778,6,1
900,108,0.12,82,0.0911111,26,0.0288889,10,4
900,90,0.1,60,0.0666667,30,0.0333333,5,4
900,116,0.128889,78,0.0866667,38,0.0422222,2,5
900,107,0.118889,68,0.0755556,39,0.0433333,3,5
900,81,0.09,39,0.0433333,42,0.0466667,9,7
900,92,0.102222,81,0.09,11,0.0122222,8,0
900,82,0.0911111,68,0.0755556,14,0.0155556,7,1
900,107,0.118889,96,0.106667,11,0.0122222,8,1
900,108,0.12,87,0.0966667,21,0.0233333,12,3
900,103,0.114444,67,0.0744444,36,0.04,8,7
900,91,0.101111,53,0.0588889,38,0.0422222,4,3
900,83,0.0922222,50,0.0555556,33,0.0366667,6,4
900,108,0.12,61,0.0677778,47,0.0522222,7,3
900,104,0.115556,62,0.0688889,42,0.0466667,8,6
900,118,0.131111,92,0.102222,26,0.0288889,4,1
900,98,0.108889,74,0.0822222,24,0.0266667,12,1
900,77,0.0855556,67,0.0744444,10,0.0111111,8,1
900,108,0.12,74,0.0822222,34,0.0377778,6,3
900,102,0.113333,58,0.0644444,44,0.0488889,5,3
900,115,0.127778,97,0.107778,18,0.02,5,2
900,95,0.105556,55,0.0611111,40,0.0444444,5,6
900,114,0.126667,76,0.0844444,38,0.0422222,6,4
900,65,0.0722222,34,0.0377778,31,0.0344444,2,8
900,112,0.124444,89,0.0988889,23,0.0255556,6,3
900,116,0.128889,79,0.0877778,37,0.0411111,5,4
900,98,0.108889,65,0.0722222,33,0.0366667,11,3
900,81,0.09,67,0.0744444,14,0.0155556,8,0
900,95,0.105556,71,0.0788889,24,0.0266667,4,1
900,71,0.0788889,21,0.0233333,50,0.0555556,1,9
900,118,0.131111,87,0.0966667,31,0.0344444,6,5
900,100,0.111111,90,0.1,10,0.0111111,6,0
900,91,0.101111,58,0.0644444,33,0.0366667,7,5
900,84,0.0933333,41,0.0455556,43,0.0477778,8,6
