Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,115,0.127778,99,0.11,16,0.0177778,13,1
900,103,0.114444,64,0.0711111,39,0.0433333,8,2
900,79,0.0877778,47,0.0522222,32,0.0355556,7,7
900,115,0.127778,71,0.0788889,44,0.0488889,7,6
900,109,0.121111,72,0.08,37,0.0411111,8,3
900,123,0.136667,95,0.105556,28,0.0311111,5,0
900,82,0.0911111,49,0.0544444,33,0.0366667,4,1
900,93,0.103333,51,0.0566667,42,0.0466667,3,4
900,106,0.117778,87,0.0966667,19,0.0211111,12,2
900,91,0.101111,79,0.0877778,12,0.0133333,9,1
900,101,0.112222,65,0.0722222,36,0.04,7,4
900,97,0.107778,64,0.0711111,33,0.0366667,5,1
900,104,0.115556,68,0.0755556,36,0.04,8,3
900,76,0.0844444,46,0.0511111,30,0.0333333,10,8
900,99,0.11,56,0.0622222,43,0.0477778,4,9
900,102,0.113333,52,0.0577778,50,0.0555556,9,7
900,92,0.102222,64,0.0711111,28,0.0311111,4,1
900,81,0.09,74,0.0822222,7,0.00777778,7,0
900,107,0.118889,69,0.0766667,38,0.0422222,7,6
900,116,0.128889,85,0.0944444,31,0.0344444,9,4
900,54,0.06,41,0.0455556,13,0.0144444,3,0
900,110,0.122222,84,0.0933333,26,0.0288889,8,0
900,106,0.117778,79,0.0877778,27,0.03,10,4
900,110,0.122222,78,0.0866667,32,0.0355556,7,5
900,117,0.13,80,0.0888889,37,0.0411111,6,4
900,112,0.124444,101,0.112222,11,0.0122222,13,0
900,88,0.0977778,54,0.06,34,0.0377778,6,6
900,120,0.133333,69,0.0766667,51,0.0566667,7,6
900,116,0.128889,86,0.0955556,30,0.0333333,12,4
900,94,0.104444,66,0.0733333,28,0.0311111,10,2
900,108,0.12,62,0.0688889,46,0.0511111,4,6
900,74,0.0822222,40,0.0444444,34,0.0377778,3,5
900,88,0.0977778,51,0.0566667,37,0.0411111,4,6
900,80,0.0888889,72,0.08,8,0.00888889,15,0
900,53,0.0588889,27,0.03,26,0.0288889,2,3
900,112,0.124444,64,0.0711111,48,0.0533333,5,11
900,97,0.107778,74,0.0822222,23,0.0255556,10,1
900,101,0.112222,68,0.0755556,33,0.0366667,8,3
900,113,0.125556,77,0.0855556,36,0.04,8,4
900,91,0.101111,45,0.05,46,0.0511111,2,8
900,111,0.123333,97,0.107778,14,0.0155556,7,2
900,101,0.112222,73,0.0811111,28,0.0311111,9,2
900,89,0.0988889,79,0.0877778,10,0.0111111,6,0
900,107,0.118889,95,0.105556,12,0.0133333,6,0
900,111,0.123333,68,0.0755556,43,0.0477778,9,5
900,103,0.114444,66,0.0733333,37,0.0411111,10,6
900,97,0.107778,50,0.0555556,47,0.0522222,9,5
900,107,0.118889,92,0.102222,15,0.0166667,6,0
900,120,0.133333,93,0.103333,27,0.03,9,2
900,87,0.0966667,45,0.05,42,0.0466667,6,10
900,103,0.114444,47,0.0522222,56,0.0622222,8,7
900,102,0.113333,90,0.1,12,0.0133333,8,1
900,71,0.0788889,63,0.07,8,0.00888889,10,0
900,104,0.115556,81,0.09,23,0.0255556,6,2
900,118,0.131111,96,0.106667,22,0.0244444,6,1
900,113,0.125556,76,0.0844444,37,0.0411111,9,4
900,117,0.13,93,0.103333,24,0.0266667,8,2
900,114,0.126667,85,0.0944444,29,0.0322222,6,4
900,70,0.0777778,30,0.0333333,40,0.0444444,7,4
900,91,0.101111,57,0.0633333,34,0.0377778,7,4
