Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,86,0.0955556,82,0.0911111,4,0.00444444,8,0,3
900,69,0.0766667,38,0.0422222,31,0.0344444,2,11,19
900,84,0.0933333,77,0.0855556,7,0.00777778,7,0,4
900,94,0.104444,82,0.0911111,12,0.0133333,9,5,8
900,56,0.0622222,45,0.05,11,0.0122222,5,2,8
900,91,0.101111,85,0.0944444,6,0.00666667,12,0,2
900,91,0.101111,71,0.0788889,20,0.0222222,3,3,15
900,72,0.08,51,0.0566667,21,0.0233333,4,6,16
900,89,0.0988889,69,0.0766667,20,0.0222222,3,5,17
900,86,0.0955556,68,0.0755556,18,0.02,7,5,13
900,84,0.0933333,63,0.07,21,0.0233333,5,6,15
900,86,0.0955556,73,0.0811111,13,0.0144444,11,4,6
900,74,0.0822222,49,0.0544444,25,0.0277778,5,4,15
900,99,0.11,81,0.09,18,0.02,6,5,11
900,64,0.0711111,57,0.0633333,7,0.00777778,8,1,3
900,72,0.08,64,0.0711111,8,0.00888889,6,1,3
900,58,0.0644444,32,0.0355556,26,0.0288889,4,10,19
900,93,0.103333,61,0.0677778,32,0.0355556,10,8,26
900,82,0.0911111,56,0.0622222,26,0.0288889,9,7,20
900,97,0.107778,79,0.0877778,18,0.02,5,2,11
900,85,0.0944444,71,0.0788889,14,0.0155556,7,3,9
900,70,0.0777778,52,0.0577778,18,0.02,3,6,13
900,84,0.0933333,71,0.0788889,13,0.0144444,9,2,7
900,86,0.0955556,62,0.0688889,24,0.0266667,12,8,17
900,74,0.0822222,60,0.0666667,14,0.0155556,10,5,12
900,84,0.0933333,75,0.0833333,9,0.01,3,1,6
900,80,0.0888889,57,0.0633333,23,0.0255556,7,7,15
900,100,0.111111,81,0.09,19,0.0211111,7,3,18
900,84,0.0933333,56,0.0622222,28,0.0311111,8,7,19
900,61,0.0677778,44,0.0488889,17,0.0188889,7,4,9
900,101,0.112222,75,0.0833333,26,0.0288889,3,10,22
900,70,0.0777778,61,0.0677778,9,0.01,7,1,6
900,66,0.0733333,51,0.0566667,15,0.0166667,3,4,11
900,77,0.0855556,49,0.0544444,28,0.0311111,9,12,18
900,79,0.0877778,63,0.07,16,0.0177778,4,5,10
900,69,0.0766667,61,0.0677778,8,0.00888889,7,3,5
900,68,0.0755556,41,0.0455556,27,0.03,3,10,17
900,81,0.09,64,0.0711111,17,0.0188889,6,4,9
900,84,0.0933333,66,0.0733333,18,0.02,8,3,13
900,78,0.0866667,69,0.0766667,9,0.01,6,0,5
900,85,0.0944444,64,0.0711111,21,0.0233333,11,5,12
900,69,0.0766667,58,0.0644444,11,0.0122222,10,3,8
900,81,0.09,54,0.06,27,0.03,7,9,19
900,72,0.08,59,0.0655556,13,0.0144444,7,2,7
900,94,0.104444,88,0.0977778,6,0.00666667,11,0,5
900,91,0.101111,63,0.07,28,0.0311111,5,5,23
900,99,0.11,70,0.0777778,29,0.0322222,5,10,23
900,79,0.0877778,58,0.0644444,21,0.0233333,5,4,17
900,79,0.0877778,72,0.08,7,0.00777778,8,3,6
900,96,0.106667,78,0.0866667,18,0.02,9,5,13
900,82,0.0911111,49,0.0544444,33,0.0366667,10,13,28
900,61,0.0677778,44,0.0488889,17,0.0188889,8,8,14
900,86,0.0955556,54,0.06,32,0.0355556,5,9,26
900,76,0.0844444,65,0.0722222,11,0.0122222,8,3,10
900,76,0.0844444,51,0.0566667,25,0.0277778,4,7,16
900,66,0.0733333,46,0.0511111,20,0.0222222,4,3,14
900,70,0.0777778,48,0.0533333,22,0.0244444,3,7,17
900,91,0.101111,65,0.0722222,26,0.0288889,7,8,17
900,88,0.0977778,76,0.0844444,12,0.0133333,8,1,6
900,94,0.104444,67,0.0744444,27,0.03,13,8,18
