Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,55,0.0611111,42,0.0466667,13,0.0144444,5,4,5
900,77,0.0855556,58,0.0644444,19,0.0211111,9,3,6
900,55,0.0611111,22,0.0244444,33,0.0366667,4,8,13
900,74,0.0822222,58,0.0644444,16,0.0177778,7,3,4
900,95,0.105556,91,0.101111,4,0.00444444,4,0,3
900,81,0.09,66,0.0733333,15,0.0166667,9,4,8
900,57,0.0633333,38,0.0422222,19,0.0211111,2,3,4
900,85,0.0944444,74,0.0822222,11,0.0122222,9,0,2
900,82,0.0911111,74,0.0822222,8,0.00888889,5,0,3
900,90,0.1,83,0.0922222,7,0.00777778,8,0,1
900,104,0.115556,90,0.1,14,0.0155556,13,0,7
900,50,0.0555556,31,0.0344444,19,0.0211111,4,4,9
900,87,0.0966667,80,0.0888889,7,0.00777778,11,0,4
900,75,0.0833333,59,0.0655556,16,0.0177778,3,1,7
900,58,0.0644444,39,0.0433333,19,0.0211111,6,2,6
900,70,0.0777778,57,0.0633333,13,0.0144444,7,3,4
900,68,0.0755556,47,0.0522222,21,0.0233333,2,8,9
900,60,0.0666667,36,0.04,24,0.0266667,4,5,12
900,76,0.0844444,57,0.0633333,19,0.0211111,3,7,9
900,69,0.0766667,58,0.0644444,11,0.0122222,4,1,5
900,62,0.0688889,45,0.05,17,0.0188889,5,2,5
900,62,0.0688889,51,0.0566667,11,0.0122222,7,1,5
900,73,0.0811111,56,0.0622222,17,0.0188889,4,2,5
900,58,0.0644444,46,0.0511111,12,0.0133333,6,3,4
900,72,0.08,53,0.0588889,19,0.0211111,3,4,9
900,74,0.0822222,63,0.07,11,0.0122222,8,1,4
900,82,0.0911111,71,0.0788889,11,0.0122222,7,0,0
900,88,0.0977778,76,0.0844444,12,0.0133333,12,2,4
900,59,0.0655556,51,0.0566667,8,0.00888889,7,0,2
900,77,0.0855556,48,0.0533333,29,0.0322222,8,6,17
900,67,0.0744444,53,0.0588889,14,0.0155556,1,1,3
900,80,0.0888889,69,0.0766667,11,0.0122222,5,0,3
900,87,0.0966667,78,0.0866667,9,0.01,8,0,1
900,75,0.0833333,57,0.0633333,18,0.02,12,5,6
900,78,0.0866667,70,0.0777778,8,0.00888889,8,0,2
900,64,0.0711111,58,0.0644444,6,0.00666667,8,1,4
900,78,0.0866667,59,0.0655556,19,0.0211111,7,8,9
900,101,0.112222,94,0.104444,7,0.00777778,12,0,1
900,89,0.0988889,84,0.0933333,5,0.00555556,19,0,1
900,71,0.0788889,55,0.0611111,16,0.0177778,1,3,5
900,86,0.0955556,79,0.0877778,7,0.00777778,10,0,3
900,53,0.0588889,30,0.0333333,23,0.0255556,4,5,10
900,70,0.0777778,44,0.0488889,26,0.0288889,3,4,13
900,79,0.0877778,63,0.07,16,0.0177778,7,3,6
900,85,0.0944444,66,0.0733333,19,0.0211111,8,3,9
900,90,0.1,82,0.0911111,8,0.00888889,5,0,3
900,65,0.0722222,55,0.0611111,10,0.0111111,8,1,2
900,77,0.0855556,58,0.0644444,19,0.0211111,7,4,8
900,81,0.09,68,0.0755556,13,0.0144444,7,3,4
900,83,0.0922222,71,0.0788889,12,0.0133333,8,3,7
900,78,0.0866667,70,0.0777778,8,0.00888889,4,0,3
900,64,0.0711111,54,0.06,10,0.0111111,5,2,5
900,72,0.08,64,0.0711111,8,0.00888889,6,1,1
900,70,0.0777778,56,0.0622222,14,0.0155556,11,3,6
900,77,0.0855556,61,0.0677778,16,0.0177778,7,4,11
900,68,0.0755556,51,0.0566667,17,0.0188889,6,3,9
900,84,0.0933333,75,0.0833333,9,0.01,8,1,4
900,87,0.0966667,80,0.0888889,7,0.00777778,7,0,3
900,75,0.0833333,60,0.0666667,15,0.0166667,8,0,4
900,70,0.0777778,57,0.0633333,13,0.0144444,7,4,6
