Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,63,0.07,55,0.0611111,8,0.00888889,7,0,7
900,86,0.0955556,64,0.0711111,22,0.0244444,8,9,16
900,76,0.0844444,60,0.0666667,16,0.0177778,3,3,10
900,89,0.0988889,66,0.0733333,23,0.0255556,8,6,11
900,78,0.0866667,66,0.0733333,12,0.0133333,9,2,10
900,82,0.0911111,68,0.0755556,14,0.0155556,6,4,9
900,78,0.0866667,53,0.0588889,25,0.0277778,4,8,21
900,84,0.0933333,78,0.0866667,6,0.00666667,7,0,1
900,89,0.0988889,56,0.0622222,33,0.0366667,7,10,22
900,70,0.0777778,53,0.0588889,17,0.0188889,6,3,12
900,78,0.0866667,53,0.0588889,25,0.0277778,6,10,19
900,80,0.0888889,70,0.0777778,10,0.0111111,10,0,5
900,58,0.0644444,32,0.0355556,26,0.0288889,3,8,18
900,69,0.0766667,53,0.0588889,16,0.0177778,8,4,10
900,71,0.0788889,52,0.0577778,19,0.0211111,1,1,13
900,56,0.0622222,39,0.0433333,17,0.0188889,2,6,12
900,56,0.0622222,30,0.0333333,26,0.0288889,4,9,17
900,71,0.0788889,53,0.0588889,18,0.02,4,4,12
900,79,0.0877778,66,0.0733333,13,0.0144444,10,1,5
900,85,0.0944444,40,0.0444444,45,0.05,4,19,33
900,78,0.0866667,57,0.0633333,21,0.0233333,7,5,13
900,65,0.0722222,41,0.0455556,24,0.0266667,3,7,15
900,92,0.102222,75,0.0833333,17,0.0188889,7,6,12
900,72,0.08,40,0.0444444,32,0.0355556,3,10,25
900,84,0.0933333,72,0.08,12,0.0133333,10,2,8
900,78,0.0866667,58,0.0644444,20,0.0222222,5,7,15
900,75,0.0833333,42,0.0466667,33,0.0366667,3,10,23
900,88,0.0977778,79,0.0877778,9,0.01,10,3,5
900,76,0.0844444,57,0.0633333,19,0.0211111,8,6,14
900,60,0.0666667,30,0.0333333,30,0.0333333,2,5,18
900,79,0.0877778,53,0.0588889,26,0.0288889,4,12,19
900,92,0.102222,80,0.0888889,12,0.0133333,11,2,7
900,73,0.0811111,60,0.0666667,13,0.0144444,3,5,11
900,80,0.0888889,66,0.0733333,14,0.0155556,3,2,10
900,74,0.0822222,57,0.0633333,17,0.0188889,3,4,10
900,70,0.0777778,56,0.0622222,14,0.0155556,3,5,9
900,77,0.0855556,46,0.0511111,31,0.0344444,4,8,20
900,93,0.103333,77,0.0855556,16,0.0177778,4,6,12
900,77,0.0855556,71,0.0788889,6,0.00666667,8,0,2
900,94,0.104444,86,0.0955556,8,0.00888889,9,1,5
900,63,0.07,53,0.0588889,10,0.0111111,1,3,6
900,72,0.08,54,0.06,18,0.02,10,4,10
900,56,0.0622222,38,0.0422222,18,0.02,4,2,8
900,82,0.0911111,60,0.0666667,22,0.0244444,9,7,12
900,63,0.07,52,0.0577778,11,0.0122222,5,1,8
900,70,0.0777778,44,0.0488889,26,0.0288889,8,5,15
900,61,0.0677778,53,0.0588889,8,0.00888889,7,1,3
900,77,0.0855556,55,0.0611111,22,0.0244444,10,8,16
900,71,0.0788889,50,0.0555556,21,0.0233333,1,7,13
900,85,0.0944444,62,0.0688889,23,0.0255556,7,10,16
900,91,0.101111,64,0.0711111,27,0.03,3,8,19
900,68,0.0755556,62,0.0688889,6,0.00666667,10,0,3
900,70,0.0777778,48,0.0533333,22,0.0244444,11,6,16
900,62,0.0688889,47,0.0522222,15,0.0166667,6,3,11
900,75,0.0833333,59,0.0655556,16,0.0177778,6,5,11
900,98,0.108889,75,0.0833333,23,0.0255556,15,10,16
900,63,0.07,50,0.0555556,13,0.0144444,9,3,6
900,74,0.0822222,57,0.0633333,17,0.0188889,5,2,5
900,87,0.0966667,66,0.0733333,21,0.0233333,8,5,15
900,80,0.0888889,66,0.0733333,14,0.0155556,9,5,7
