Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,88,0.0977778,77,0.0855556,11,0.0122222,5,0,3
900,98,0.108889,93,0.103333,5,0.00555556,11,0,1
900,79,0.0877778,60,0.0666667,19,0.0211111,5,4,9
900,60,0.0666667,48,0.0533333,12,0.0133333,8,2,6
900,92,0.102222,74,0.0822222,18,0.02,4,9,11
900,79,0.0877778,58,0.0644444,21,0.0233333,4,8,12
900,77,0.0855556,50,0.0555556,27,0.03,12,8,14
900,74,0.0822222,66,0.0733333,8,0.00888889,7,0,2
900,72,0.08,54,0.06,18,0.02,6,3,8
900,73,0.0811111,66,0.0733333,7,0.00777778,4,4,5
900,66,0.0733333,53,0.0588889,13,0.0144444,4,1,5
900,67,0.0744444,53,0.0588889,14,0.0155556,7,2,4
900,70,0.0777778,50,0.0555556,20,0.0222222,2,8,11
900,63,0.07,53,0.0588889,10,0.0111111,3,1,3
900,90,0.1,76,0.0844444,14,0.0155556,5,0,3
900,80,0.0888889,62,0.0688889,18,0.02,5,4,8
900,87,0.0966667,78,0.0866667,9,0.01,7,1,2
900,90,0.1,79,0.0877778,11,0.0122222,7,0,4
900,64,0.0711111,38,0.0422222,26,0.0288889,6,6,13
900,99,0.11,91,0.101111,8,0.00888889,12,0,2
900,98,0.108889,83,0.0922222,15,0.0166667,8,2,4
900,68,0.0755556,53,0.0588889,15,0.0166667,5,5,6
900,89,0.0988889,72,0.08,17,0.0188889,5,6,11
900,70,0.0777778,55,0.0611111,15,0.0166667,7,1,7
900,99,0.11,78,0.0866667,21,0.0233333,7,1,8
900,73,0.0811111,57,0.0633333,16,0.0177778,7,4,8
900,87,0.0966667,79,0.0877778,8,0.00888889,5,0,5
900,54,0.06,42,0.0466667,12,0.0133333,5,3,5
900,81,0.09,75,0.0833333,6,0.00666667,4,1,3
900,95,0.105556,87,0.0966667,8,0.00888889,7,0,4
900,45,0.05,34,0.0377778,11,0.0122222,3,1,3
900,65,0.0722222,58,0.0644444,7,0.00777778,10,0,0
900,84,0.0933333,64,0.0711111,20,0.0222222,8,4,7
900,94,0.104444,86,0.0955556,8,0.00888889,7,0,3
900,87,0.0966667,76,0.0844444,11,0.0122222,6,0,1
900,68,0.0755556,47,0.0522222,21,0.0233333,9,2,9
900,94,0.104444,81,0.09,13,0.0144444,6,5,7
900,103,0.114444,85,0.0944444,18,0.02,10,2,6
900,87,0.0966667,65,0.0722222,22,0.0244444,9,6,14
900,70,0.0777778,55,0.0611111,15,0.0166667,11,3,6
900,78,0.0866667,66,0.0733333,12,0.0133333,3,1,4
900,87,0.0966667,68,0.0755556,19,0.0211111,12,2,10
900,66,0.0733333,57,0.0633333,9,0.01,5,0,3
900,88,0.0977778,82,0.0911111,6,0.00666667,10,0,1
900,79,0.0877778,58,0.0644444,21,0.0233333,6,4,11
900,63,0.07,39,0.0433333,24,0.0266667,4,6,15
900,62,0.0688889,41,0.0455556,21,0.0233333,7,3,8
900,79,0.0877778,71,0.0788889,8,0.00888889,9,2,3
900,99,0.11,81,0.09,18,0.02,10,4,7
900,74,0.0822222,38,0.0422222,36,0.04,3,11,23
900,74,0.0822222,56,0.0622222,18,0.02,4,5,9
900,57,0.0633333,30,0.0333333,27,0.03,1,5,17
900,73,0.0811111,58,0.0644444,15,0.0166667,7,2,7
900,80,0.0888889,74,0.0822222,6,0.00666667,7,0,2
900,74,0.0822222,59,0.0655556,15,0.0166667,4,2,7
900,92,0.102222,80,0.0888889,12,0.0133333,7,1,4
900,83,0.0922222,66,0.0733333,17,0.0188889,4,0,8
900,98,0.108889,84,0.0933333,14,0.0155556,9,2,6
900,41,0.0455556,24,0.0266667,17,0.0188889,2,4,7
900,71,0.0788889,58,0.0644444,13,0.0144444,9,4,7
